,hindi,english
0,अलीगढ़,Aligarh
1,इतिहास,History
2,पद्म भूषण,Padma Bhushan
3,भारत,India
4,उर्दू,Urdu
5,पद्म भूषण,Padma Bhushan
6,लखनऊ,Lucknow
7,१८९८,1898
8,१९८२,1982
9,उत्तर प्रदेश,Uttar Pradesh
10,पद्म भूषण,Padma Bhushan
11,भारत,India
12,भारत सरकार,Government of India
13,१९८४,1984
14,तिब्बत,Tibet
15,दक्षिण भारत,South India
16,दार्जिलिंग,Darjeeling
17,पश्चिम बंगाल,West Bengal
18,बौद्ध धर्म,Buddhism
19,भारत,India
20,मधुमेह,Diabetes
21,मास्को,Moscow
22,रूस,Russia
23,श्रीलंका,Sri Lanka
24,हिन्दी,Hindi
25,हिमालय,Himalayas
