,hindi,english
0,अभिनेता,Actor
1,उत्तर प्रदेश,Uttar Pradesh
2,फ़िल्म,Film
3,भारत,India
4,भारतीय,Indian
5,महाभारत (टीवी धारावाहिक),Mahabharat (1988 TV series)
6,इलाहाबाद,Allahabad
7,उत्तर प्रदेश,Uttar Pradesh
8,गोरखपुर,Gorakhpur
9,नैनीताल,Nainital
10,पद्म भूषण,Padma Bhushan
11,पद्म श्री,Padma Shri
12,भारत,India
13,भारतीय,Indian
14,महात्मा गांधी,Mahatma Gandhi
15,लखनऊ,Lucknow
16,१ जनवरी,January 1
17,२०१०,2010
18,अलीगढ़,Aligarh
19,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
20,कुलपति,Kulapati
21,जामिया मिलिया इस्लामिया,Jamia Millia Islamia
22,नई दिल्ली,New Delhi
23,भारतीय,Indian
24,शिक्षा,Education
25,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
26,अमेरिका,United States
27,उत्तर प्रदेश,Uttar Pradesh
28,कानपुर विश्वविद्यालय,Chhatrapati Shahu Ji Maharaj University
29,डैलस,Dallas
30,फर्रूखाबाद,Farrukhabad
31,भारत,India
