,hindi,english
0,हिन्दी,Hindi
1,दिल तो पागल है,Dil To Pagal Hai
2,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
3,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेत्री पुरस्कार,Filmfare Award for Best Actress
4,फ़िल्मफ़ेयर सर्वश्रेष्ठ सहायक अभिनेत्री पुरस्कार,Filmfare Award for Best Supporting Actress
5,भारत,India
6,हम आपके हैं कौन,Hum Aapke Hain Koun..!
7,हिन्दी,Hindi
8,स्टारडस्ट,Stardust (magazine)
9,1933,1933
10,1952,1952
11,1953,1953
12,1954,1954
13,1956,1956
14,1957,1957
15,1964,1964
16,1972,1972
17,1 अगस्त,August 1
18,31 मार्च,March 31
19,अमर,Amar
20,असित सेन,Asit Sen (actor)
21,ईसाई,Christians
22,उर्दू,Urdu
23,ऋचा चड्ढा,Richa Chadda
24,ऐश्वर्या राय,Aishwarya Rai
25,कंगना रनौत,Kangana Ranaut
26,कमाल अमरोही,Kamal Amrohi
27,काजल,Kohl (cosmetics)
28,किशोर कुमार,Kishore Kumar
29,खय्याम,Mohammed Zahur Khayyam
30,गुलज़ार,Gulzar
31,जया प्रदा,Jaya Prada
32,जेमिनी गणेशन,Gemini Ganesan
33,तिग्मांशु धूलिया,Tigmanshu Dhulia
34,दक्षिण भारत,South India
35,दिल एक मंदिर,Dil Ek Mandir
36,दिलीप कुमार,Dilip Kumar
37,दो बीघा ज़मीन,Do Bigha Zamin
38,पद्मिनी,Rani Padmini
39,परिणीता,Parineeta (2005 film)
40,पाक़ीज़ा,Pakeezah
41,पारसी रंगमंच,Parsi theatre
42,प्रियंका चोपड़ा,Priyanka Chopra
43,फ़िल्मफ़ेयर,Filmfare
44,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेत्री पुरस्कार,Filmfare Award for Best Actress
45,बंगाल,Bengal
46,बंबई,Mumbai
47,बम्बई,Mumbai
48,बैजू बावरा,Baiju Bawra
49,भारत,India
50,भारतीय डाक,India Post
51,महमूद,Mehmood (actor)
52,महल,Palace
53,महाराष्ट्र,Maharashtra
54,माधुरी दीक्षित,Madhuri Dixit
55,मुंबई,Mumbai
56,मेरठ,Meerut
57,मोहम्मद रफ़ी,Mohammed Rafi
58,राज कपूर,Raj Kapoor
59,राज कुमार,Raaj Kumar
60,राजेंद्र कुमार,Rajendra Kumar
61,राजेश खन्ना,Rajesh Khanna
62,वहीदा रहमान,Waheeda Rehman
63,विद्या बालन,Vidya Balan
64,शम्मी कपूर,Shammi Kapoor
65,शशि कपूर,Shashi Kapoor
66,सन्नी लियोन,Sunny Leone
67,सुनील दत्त,Sunil Dutt
68,सोहराब मोदी,Sohrab Modi
