,hindi,english
0,इतिहासकार,Historian
1,ऑस्ट्रिया,Austria
2,कलकत्ता,Kolkata
3,दक्षिण एशिया,South Asia
4,ब्रिटेन,Britain
5,भारत,India
6,वियना,Vienna
7,संकलन,Summation
8,सबाल्टर्न अध्ययन,Subaltern Studies
9,दिल्ली विश्वविद्यालय,University of Delhi
10,भारत,India
11,कलकत्ता,Kolkata
12,कलकत्ता विश्वविद्यालय,University of Calcutta
13,कला,Art
14,कोलंबिया विश्वविद्यालय,Columbia University
15,तुलनात्मक साहित्य,Comparative literature
16,दार्शनिक,Philosopher
17,पद्म विभूषण,Padma Vibhushan
18,"प्रेसिडेंसी कॉलेज, कोलकाता","Presidency University, Kolkata"
19,बंगाली साहित्य,Bengali literature
20,भारत,India
21,भारत गणराज्य,India
22,भारतीय,Indian
23,विलियम बटलर येट्स,W. B. Yeats
24,संस्कृति,Culture
25,सती प्रथा,Sati (practice)
26,साहित्य,Literature
27,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
28,कलकत्ता विश्वविद्यालय,University of Calcutta
29,कोलकाता,Kolkata
30,भारतीय कम्युनिस्ट पार्टी (मार्क्सवादी),Communist Party of India (Marxist)
31,भारतीय कृषि अनुसंधान परिषद,Indian Council of Agricultural Research
32,भारतीय सामाजिक विज्ञान अनुसंधान परिषद,Indian Council of Social Science Research
33,रमेशचन्द्र मजुमदार,R. C. Majumdar
34,सीताराम येचुरी,Sitaram Yechury
