,hindi,english
0,अनन्त,Infinity
1,अल्बर्ट आइंस्टीन,Albert Einstein
2,आर्यभट,Aryabhata
3,गणित,Mathematics
4,गणितज्ञ,Mathematician
5,ज्या,Sine
6,टाटा मूलभूत अनुसंधान संस्थान,Tata Institute of Fundamental Research
7,प्राकृतिक संख्या,Natural number
8,बीजगणित,Algebra
9,भारत,India
10,भारतीय अंक प्रणाली,Hindu–Arabic numeral system
11,भारतीय गणित,Indian mathematics
12,भास्कराचार्य,Bhāskara II
13,रामानुजन अटकल,Ramanujan–Petersson conjecture
14,शून्य,0
15,संख्या सिद्धान्त,Number theory
16,हिन्दू-अरबी अंक पद्धति का इतिहास,History of the Hindu–Arabic numeral system
17,आदि शंकराचार्य,Adi Shankara
18,इतिहास,History
19,गणित,Mathematics
20,ज्योतिष,Jyotiḥśāstra
21,भूगोल,Geography
22,विज्ञान,Science
23,वैदिक गणित (पुस्तक),Vedic Mathematics
24,शंकराचार्य,Shankaracharya
25,शृंगेरी,Sringeri
26,संगीत,Music
27,साहित्य,Literature
28,स्वाधीनता,Liberty
29,अंग्रेज,English people
30,अंग्रेजी,English language
31,एशिया,Asia
32,कैंडी,Kandy
33,कॉफ़ी,Coffee
34,कोलम्बो,Colombo District
35,गणराज्य,Republic
36,चतुर्थ बौद्ध संगीति,Fourth Buddhist council
37,चाय,Tea
38,डच,Dutch
39,दक्षिण एशिया,South Asia
40,दालचीनी,Cinnamon
41,द्वितीय विश्वयुद्ध,World War II
42,नीदरलैंड,Netherlands
43,पुर्तगाल,Portugal
44,फ्रांस,France
45,बौद्ध धर्म,Buddhism
46,भारत,India
47,महेन्द्र,Mahinda (Buddhist monk)
48,मौर्य,Maurya Empire
49,यूनाइटेड किंगडम,European Charter for Regional or Minority Languages
50,रबड़,Hevea brasiliensis
51,श्रीलंका का इतिहास,History of Sri Lanka
52,श्रीलंका का स्वतंत्रता संग्राम,Sri Lankan independence movement
53,श्रीलंका की संस्कृति,Culture of Sri Lanka
54,श्रीलंका में बौद्ध धर्म,Buddhism in Sri Lanka
55,सम्राट अशोक,Ashoka
56,हिन्द महासागर,Indian Ocean
57,१९४८,1948
58,४ फरवरी,February 4
59,पद्म भूषण,Padma Bhushan
60,भारत,India
61,भारत सरकार,Government of India
62,२००९,2009
