,hindi,english
0,अण्डमान,Andaman Islands
1,अमृतसर,Amritsar
2,कोलकाता,Kolkata
3,ग़दर पार्टी,Ghadar Party
4,भारत,India
5,भारतीय कम्युनिस्ट पार्टी,Communist Party of India
6,लाला हरदयाल,Har Dayal
7,लाहौर,Lahore
8,लाहौर षडयंत्र,Lahore Conspiracy Case
9,विवाह,Marriage
10,शराब,Liquor
11,अंग्रेज़,English people
12,आज़ाद हिन्द,Azad Hind
13,आज़ाद हिन्द फ़ौज,Indian National Army
14,कैलिफ़ोर्निया,California
15,धर्म,Dharma
16,पंजाबी,Punjabi
17,भगत सिंह,Bhagat Singh
18,भारत,India
19,युगान्तर,Jugantar
20,लाला हरदयाल,Har Dayal
21,लाहौर,Lahore
22,संगठन,Organization
23,सैन फ़्रांसिस्को,San Francisco
24,हिन्दी,Hindi
25,हिन्दुस्तान ग़दर,Hindustan Ghadar
26,१९१५ का सिंगापुर विद्रोह,1915 Singapore Mutiny
27,भारत,India
28,भारत,India
29,भारत सरकार,Government of India
30,भारतीय कम्युनिस्ट पार्टी,Communist Party of India
