,hindi,english
0,दादासाहेब फाल्के पुरस्कार,Dadasaheb Phalke Award
1,अर्जुन पुरस्कार,Arjuna Award
2,चीन,China (region)
3,दिल्ली,Delhi
4,द्रोणाचार्य पुरस्कार,Dronacharya Award
5,पद्म श्री,Padma Shri
6,प्रकाश पादुकोण,Prakash Padukone
7,भारत,India
8,भारत सरकार,Government of India
9,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
10,हैदराबाद,Hyderabad
11,अर्जुन पुरस्कार,Arjuna Award
12,एशिया,Asia
13,ओलम्पिक खेल,Olympic Games
14,पद्म श्री,Padma Shri
15,भारत,India
16,महिला,Woman
17,यमुनानगर,Yamunanagar
18,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
19,श्रीकाकुलम,Srikakulam
20,हरियाणा,Haryana
