,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,पार्श्व गायक,Playback singer
2,भारतीय,Indian
3,संगीत,Music
4,रामायण,Ramayana
5,बीकानेर,Bikaner
6,ब्राह्मण,Brahmin
7,अनुपम खेर,Anupam Kher
8,अनुराधा पौडवाल,Anuradha Paudwal
9,अरुण गोविल,Arun Govil
10,इंटरनेट मूवी डेटाबेस,IMDb
11,उदित नारायण,Udit Narayan
12,कविता कृष्णमूर्ति,Kavita Krishnamurti
13,कोलकाता,Kolkata
14,चितचोर,Chitchor
15,पिया का घर,Piya Ka Ghar
16,बप्पी लाहिड़ी,Bappi Lahiri
17,बासु चटर्जी,Basu Chatterjee
18,भारत,India
19,माधुरी दीक्षित,Madhuri Dixit
20,मैंने प्यार किया,Maine Pyar Kiya
21,रंजीता,Ranjeeta Kaur
22,राजश्री प्रोडक्शन्स,Rajshri Productions
23,राजस्थान,Rajasthan
24,रामेश्वरी,Talluri Rameshwari
25,सत्येन बोस,Satyen Bose
26,सारिका,Sarika
27,सूरज बड़जात्या,Sooraj Barjatya
28,हिन्दी,Hindi
29,हेमलता,Hemlata
