,hindi,english
0,अमृता खानविलकर,Amruta Khanvilkar
1,इशिता शर्मा,Ishita Sharma
2,कोलकाता,Kolkata
3,गीता कपूर,Geeta Kapoor
4,चेन्नई,Chennai
5,ज़ी टीवी,Zee TV
6,ज़ी बांग्ला,Zee Bangla
7,डांस इण्डिया डांस,Dance India Dance
8,दिल्ली,Delhi
9,पुनीत पाठक,Punit Pathak
10,प्रोनीता स्वर्गियरी,Proneeta Swargiary
11,भारत,India
12,भारतीय,Indian
13,मिथुन चक्रवर्ती,Mithun Chakraborty
14,मुम्बई,Mumbai
15,रेमो डीसूजा,Remo D'Souza
16,शक्ति मोहन,Shakti Mohan
17,शहर,City
18,सौम्या टंडन,Saumya Tandon
19,इंडियाज़ गॉट टैलेंट,India's Got Talent
20,उड़ीसा,Odisha
21,किरॉन खेर,Kirron Kher
22,दशावतार,Dashavatara
23,बरहमपुर,Berhampur
24,बूगी वूगी,Boogie Woogie (TV series)
25,भारत,India
26,विष्णु,Vishnu
27,शेखर कपूर,Shekhar Kapur
28,सोनाली बेंद्रे,Sonali Bendre
29,सोनी टीवी,Sony Entertainment Television
30,ओडिशा,Odisha
31,पद्म श्री,Padma Shri
32,भारत,India
33,भारत सरकार,Government of India
34,भारतीय सांस्कृतिक संबंध परिषद,Indian Council for Cultural Relations
35,मायाधर राउत,Mayadhar Raut
36,संगीत नाटक अकादमी,Sangeet Natak Akademi
37,ओड़िसी,Odissi
38,कला,Art
39,केलुचरण मोहपात्रा,Kelucharan Mohapatra
40,पद्म भूषण,Padma Bhushan
41,भारत,India
42,भारत सरकार,Government of India
43,१९८८,1988
