,hindi,english
0,कारगिल युद्ध,Kargil War
1,जगजीवन राम,Jagjivan Ram
2,जयपुर,Jaipur
3,जापान,Japan
4,टोक्यो,Tokyo
5,द स्टेटसमैन,The Statesman (India)
6,द हिन्दू,The Hindu
7,नई दिल्ली,New Delhi
8,पंजाब केसरी,Punjab Kesari
9,पटना,Patna
10,पटियाला,Patiala
11,बलराम जाखड़,Balram Jakhar
12,भारत,India
13,भारतीय रेल,Indian Railways
14,"मोगा, पंजाब","Moga, Punjab"
15,राजीव गांधी,Rajiv Gandhi
16,"शहरी विकास मंत्रालय, भारत सरकार",Ministry of Housing and Urban Affairs
17,साहिब सिंह वर्मा,Sahib Singh Verma
18,स्वच्छ भारत अभियान,Swachh Bharat Mission
19,अंग्रेजी,English language
20,अंग्रेजी साहित्य,English literature
21,अन्नामलाई विश्वविद्यालय,Annamalai University
22,उपन्यास,Novel
23,एमिटी विश्वविद्यालय,"Amity University, Noida"
24,चंडीगढ़,Chandigarh
25,जनसंचार,Mass communication
26,दिल्ली,Delhi
27,नोएडा,Noida
28,पंजाब विश्वविद्यालय,Panjab University
29,पत्रकारिता,Journalism
30,फेसबुक,Facebook
31,भारत,India
32,भारतीय,Indian
33,भारतीय सेना,Indian Armed Forces
34,लखनऊ,Lucknow
35,लेखिका,Writer
36,सम्पादक,Editing
37,सैनिक,Military
38,अध्यक्ष,Chairperson
39,उद्यमी,Entrepreneur
40,एस्सेल समूह,Essel Group
41,ज़ी मीडिया,Zee Media
42,जी टीवी,Zee TV
43,बरनवाल,Baranwal
44,भारत,India
45,हरियाणा,Haryana
46,हिसार,Hisar (city)
47,कुरुक्षेत्र,Kurukshetra
48,जिन्दल स्टील एण्ड पॉवर लिमिटेड,Jindal Steel and Power
49,भारत,India
50,सांसद,Member of parliament
