,hindi,english
0,अजय देवगन,Ajay Devgn
1,अमिताभ बच्चन,Amitabh Bachchan
2,कमल हासन,Kamal Haasan
3,कर्नाटक,Karnataka
4,चरित्र अभिनेता,Character actor
5,मणिरत्नम्,Mani Ratnam
6,रजनीकान्त,Rajinikanth
7,सिंघम,Singham
8,इंटरनेट मूवी डेटाबेस,IMDb
9,चेन्नई,Chennai
10,जर्मनी,Germany
11,तमिल,Tamils
12,माइकल जैक्सन,Michael Jackson
13,लक्ष्य,Lakshya
14,अभिनेता,Actor
15,कर्नाटक,Karnataka
16,परशुराम,Parashurama
17,भारत,India
18,राज कुमार,Raaj Kumar
19,इंटरनेट मूवी डेटाबेस,IMDb
20,कर्नाटक,Karnataka
21,बैंगलोर,Bangalore
