,hindi,english
0,इंग्लैंड क्रिकेट टीम,England cricket team
1,चेन्नई,Chennai
2,टेस्ट क्रिकेट,Test cricket
3,न्यूज़ीलैंड क्रिकेट टीम,New Zealand national cricket team
4,भारत,India
5,भारतीय,Indian
6,भारतीय क्रिकेट टीम,India national cricket team
7,संजय मांजरेकर,Sanjay Manjrekar
8,डॉन ब्रैडमैन,Don Bradman
9,बॉम्बे जिमखाना,Bombay Gymkhana
10,क्रिकेट,Cricket
11,मुम्बई,Mumbai
12,सचिन तेंदुलकर,Sachin Tendulkar
13,खेल,Sport
14,गुजरात,Gujarat
15,पद्म भूषण,Padma Bhushan
16,भारत,India
17,भारत सरकार,Government of India
18,१९७३,1973
