,hindi,english
0,ऑपरेशन मेघदूत,Operation Meghdoot
1,नौसेना,Navy
2,पाकिस्तान,Pakistan
3,पुलिस,Police
4,भारत,India
5,भारतीय वायु सेना,Indian Air Force
6,रेलवे सुरक्षा बल,Railway Protection Force
7,वायुसेना,Air force
8,सेना,Military
9,ऑपरेशन पराक्रम,Indian Army
10,भारत,India
11,भारत के राष्ट्रपति,President of India
12,युद्ध सेवा पदक,Yudh Seva Medal
13,अलीगढ़,Aligarh
14,अलीगढ़ मंडल,Aligarh division
15,अहमदाबाद,Ahmedabad
16,आगरा,Agra
17,उत्तर प्रदेश,Uttar Pradesh
18,एटा,Etah
19,कासगंज ज़िला,Kasganj district
20,कोलकाता,Kolkata
21,गंगा नदी,Ganges
22,गंगा नहर,Ganges Canal
23,ज़िला,District
24,दिल्ली,Delhi
25,न्यू जलपाईगुड़ी,New Jalpaiguri Junction railway station
26,बदायूँ,Budaun
27,बरेली,Bareilly
28,भारत,India
29,मथुरा,Mathura
30,मानसून,Monsoon
31,मुम्बई,Mumbai
32,राज्य,State (polity)
33,लखनऊ,Lucknow
34,सिन्धु-गंगा के मैदान,Indo-Gangetic Plain
35,हिमालय,Himalayas
36,"हमीरपुर, उत्तर प्रदेश","Hamirpur, Uttar Pradesh"
37,"हमीरपुर, हिमाचल प्रदेश","Hamirpur, Himachal Pradesh"
38,हमीरपुर (उत्तर प्रदेश) लोक सभा निर्वाचन क्षेत्र,Hamirpur (Uttar Pradesh Lok Sabha constituency)
39,"हमीरपुर जिला, उत्तर प्रदेश","Hamirpur district, Uttar Pradesh"
40,"हमीरपुर जिला, हिमाचल प्रदेश","Hamirpur district, Himachal Pradesh"
