,hindi,english
0,अभिनेता,Actor
1,हिन्दी,Hindi
2,अभिनेता,Actor
3,हिन्दी,Hindi
4,अभिनेता,Actor
5,ऋत्विक घटक,Ritwik Ghatak
6,कोलकाता,Kolkata
7,नवाज़ुद्दीन सिद्दीकी,Nawazuddin Siddiqui
8,पश्चिम बंगाल,West Bengal
9,भारत,India
10,भारतीय,Indian
11,महाश्वेता देवी,Mahasweta Devi
12,विद्या बालन,Vidya Balan
13,अभिनेता,Actor
14,इंटरनेट मूवी डेटाबेस,IMDb
15,ट्विटर,Twitter
16,फेसबुक,Facebook
17,बरानगर रामकृष्ण मिशन आश्रम उच्च विद्यालय,Baranagore Ramakrishna Mission Ashrama High School
18,भारत,India
19,भारतीय,Indian
20,यात्रा,Travel
21,रवीन्द्र भारती विश्वविद्यालय,Rabindra Bharati University
