,hindi,english
0,बांग्ला,Bengali language
1,हिन्दी,Hindi
2,अर्थशास्त्र,Economics
3,कोलकाता,Kolkata
4,मृत्यु,Death
5,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
6,अभिनेता,Actor
7,इंटरनेट मूवी डेटाबेस,IMDb
8,काइट्स,Kites (film)
9,टीवी विज्ञापन,Television advertisement
10,फ़िल्म,Film
11,भारत,India
12,अभिनेता,Actor
13,कोलकाता,Kolkata
14,पश्चिम बंगाल,West Bengal
15,बंगाल,Bengal
16,बरानगर,Baranagar
17,बरानगर रामकृष्ण मिशन आश्रम उच्च विद्यालय,Baranagore Ramakrishna Mission Ashrama High School
18,भारत,India
