,hindi,english
0,इतिहास,History
1,इलाहाबाद विश्वविद्यालय,University of Allahabad
2,उदयपुर,Udaipur
3,कैम्ब्रिज,Cambridge
4,चीन,China (region)
5,जगत सिंह मेहता,Jagat Singh Mehta
6,नेपाल,Nepal
7,पाकिस्तान,Pakistan
8,भारत,India
9,भारतीय नौसेना,Indian Navy
10,भारतीय विदेश सेवा,Indian Foreign Service
11,मनमोहन सिंह,Manmohan Singh
12,मोहन सिंह मेहता,Mohan Sinha Mehta
13,युगाण्डा,Uganda
14,विदेश नीति,Foreign policy
15,संयुक्त राष्ट्र,United Nations
16,पद्म भूषण,Padma Bhushan
17,भारत,India
18,भारत सरकार,Government of India
19,२०००,2000
20,जोधपुर,Jodhpur
21,नेपाल,Nepal
22,पद्म भूषण,Padma Bhushan
23,प्रवासी भारतीय दिवस,Pravasi Bharatiya Divas
24,बांग्लादेश,Bangladesh
25,भारत,India
26,भारतीय ज्ञानपीठ,Bharatiya Jnanpith
27,राजस्थान,Rajasthan
28,विश्व हिन्दी सम्मेलन,World Hindi Conference
29,सर्वोच्च न्यायालय,Supreme Court of India
30,हिंदी,Hindi
31,१९३१,1931
32,१९९८,1998
33,२००७,2007
34,६ अक्टूबर,October 6
35,९ नवंबर,November 9
