,hindi,english
0,अंतरिक्ष,Outer space
1,चन्द्रयान,Chandrayaan-1
2,पद्म भूषण,Padma Bhushan
3,भारत,India
4,भारत सरकार,Government of India
5,भारतीय,Indian
6,भारतीय अंतरिक्ष अनुसंधान संगठन,Indian Space Research Organisation
7,भूस्थिर उपग्रह प्रक्षेपण यान,Geosynchronous Satellite Launch Vehicle
8,राज्यसभा,Rajya Sabha
9,विज्ञान,Science
10,वैज्ञानिक,Scientist
11,अंतरराष्ट्रीय अध्ययन,International studies
12,आनंद कुमार,Anand Kumar
13,एबीवीपी,Akhil Bharatiya Vidyarthi Parishad
14,कुमार विश्वास,Kumar Vishwas
15,जवाहरलाल नेहरू,Jawaharlal Nehru
16,दिल्ली विश्वविद्यालय,University of Delhi
17,नई दिल्ली,New Delhi
18,प्रकाश करात,Prakash Karat
19,भाजपा,Bharatiya Janata Party
20,भारत,India
21,भारत माता,Bharat Mata
22,भारतीय दण्ड संहिता,Indian Penal Code
23,भारतीय राजनीति,Politics of India
24,भारतीय संसद,Parliament of India
25,मनोहर लाल खट्टर,Manohar Lal Khattar
26,महेश गिरी,Maheish Girri
27,मानविकी,Humanities
28,राजनाथ सिंह,Rajnath Singh
29,विज्ञान,Science
30,शिक्षा,Education
31,शोध,Research
32,समाज विज्ञान,Social science
33,सीताराम येचुरी,Sitaram Yechury
34,स्मृति ईरानी,Smriti Irani
35,हरियाणा,Haryana
36,Physics,Physics
37,केरल,Kerala
38,कोट्टायम,Kottayam
39,जुलियन श्विंगर,Julian Schwinger
40,टाटा मूलभूत अनुसंधान संस्थान,Tata Institute of Fundamental Research
41,दुर्बल अन्योन्य क्रिया,Weak interaction
42,न्यूयॉर्क,New York (state)
43,पद्म भूषण,Padma Bhushan
44,पद्म विभूषण,Padma Vibhushan
45,पीएचडी,Doctor of Philosophy
46,भारत,India
47,भारत सरकार,Government of India
48,भारतीय,Indian
49,मद्रास विश्वविद्यालय,University of Madras
50,हार्वर्ड विश्वविद्यालय,Harvard University
51,आयुका,Inter-University Centre for Astronomy and Astrophysics
52,गुरुत्वाकर्षण,Gravity
53,तिरुवनन्तपुरम,Thiruvananthapuram
54,पद्म श्री,Padma Shri
55,भारत,India
