,hindi,english
0,अंतर्राष्ट्रीय भारतीय फ़िल्म अकादमी पुरस्कार,International Indian Film Academy Awards
1,उड़ता पंजाब,Udta Punjab
2,उत्तरप्रदेश,Uttar Pradesh
3,एक पहेली लीला,Ek Paheli Leela
4,कणिका कपूर,Kanika Kapoor
5,पंजाबी,Punjabi
6,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
7,फ़िल्मफ़ेयर सर्वश्रेष्ठ पार्श्व गायिका पुरस्कार,Filmfare Award for Best Female Playback Singer
8,फेसबुक,Facebook
9,भारत,India
10,मीत ब्रोस,Meet Bros
11,मीत ब्रोस अंजान,Meet Bros
12,रागिनी एमएमएस २,Ragini MMS 2
13,लंदन,London
14,लखनऊ,Lucknow
15,सन्नी लियोन,Sunny Leone
16,इंटरनेट मूवी डेटाबेस,IMDb
17,भारत,India
18,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
19,वाराणसी,Varanasi
20,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
21,अभिनेता,Actor
22,अल्लाह,Allah
23,कुन्दन लाल सहगल,K. L. Saigal
24,ग़ज़ल,Ghazal
25,गायक,Singer
26,दिलीप कुमार,Dilip Kumar
27,नूतन,Nutan
28,नौशाद,Naushad
29,बलराज साहनी,Balraj Sahni
30,बिमल राय,Bimal Roy
31,भारतीय,Indian
32,मदन मोहन,Madan Mohan (music director)
33,मन्ना डे,Manna Dey
34,मिनर्वा,Minerva
35,राज कपूर,Raj Kapoor
36,लखनऊ,Lucknow
37,शंकर-जयकिशन,Shankar–Jaikishan
38,शमशाद बेगम,Shamshad Begum
39,सलिल चौधरी,Salil Chowdhury
40,सुरैया,Suraiya
41,सोहराब मोदी,Sohrab Modi
42,१९२४,1924
43,१९४९,1949
44,१९९८,1998
45,२४ फ़रवरी,February 24
46,९ मई,May 9
