,hindi,english
0,अशोक,Ashoka
1,महापद्मनंद,Mahapadma Nanda
2,अशोक,Ashoka
3,मौर्य राजवंश,Maurya Empire
4,अमृत,Amrita
5,असम,Assam
6,आत्मकथा,Autobiography
7,आनन्दपुर साहिब,Anandpur Sahib
8,इस्लाम,Islam
9,उपदेश,Upadeśa
10,औरंगज़ेब,Aurangzeb
11,काश्मीरी पण्डित,Kashmiri Pandit
12,खालसा पंथ,Khalsa
13,गुरमत,Gurmata
14,गुरु,Guru
15,गुरु ग्रंथ साहिब,Guru Granth Sahib
16,गुरु ग्रन्थ साहिब,Guru Granth Sahib
17,गुरु तेग बहादुर,Guru Tegh Bahadur
18,गोबिंद सिंह,Guru Gobind Singh
19,चंडी दी वार,Chandi di Var
20,चण्डी चरित्र,Chandi Charitar Ukti Bilas
21,ज़फ़रनामा,Zafarnama (letter)
22,जाप साहिब,Jaap Sahib
23,जुझार सिंह,Jujhar Singh
24,दशमेश,Guru Gobind Singh
25,धर्म,Dharma
26,नादौन की लड़ाई,Battle of Nadaun
27,नाहन,Nahan
28,पंज प्यारे,Panj Pyare
29,पटना,Patna
30,बिचित्र नाटक,Bachittar Natak
31,बैसाखी,Vaisakhi
32,माता गुजरी,Mata Gujri
33,माता जीतो,Mata Jito
34,मार्कण्डेय पुराण,Markandeya Purana
35,यमुना नदी,Yamuna
36,विवाह,Marriage
37,सरदार,Sardar
38,सिख गुरु,Sikh gurus
39,सिख धर्म,Sikhism
40,सिखों के दस गुरू,Sikh gurus
41,हजूर साहिब,Hazur Sahib
