,hindi,english
0,अभिनेता,Actor
1,अभिषेक बच्चन,Abhishek Bachchan
2,इंटरनेट मूवी डेटाबेस,IMDb
3,ईशा देओल,Esha Deol
4,ऋतिक रोशन,Hrithik Roshan
5,करीना कपूर,Kareena Kapoor Khan
6,केरल,Kerala
7,गरम मसाला,Garam masala
8,जिस्म,Jism (2003 film)
9,दीपा मेहता,Deepa Mehta
10,धूम,Dhoom
11,निखिल आडवाणी,Nikkhil Advani
12,न्यूयॉर्क,New York (state)
13,पाप,Sin
14,पारसी,Parsis
15,पूजा भट्ट,Pooja Bhatt
16,प्रियंका चोपड़ा,Priyanka Chopra
17,फ़िलीपीन्स,Philippines
18,बाबुल,Babol
19,बाबुल सुप्रियो,Babul Supriyo
20,बिपाशा बसु,Bipasha Basu
21,"बॉम्बे स्कॉटिश स्कूल, माहिम","Bombay Scottish School, Mahim"
22,भारतीय,Indian
23,मल्लिका शेरावत,Mallika Sherawat
24,शाहिद कपूर,Shahid Kapoor
25,सिंगापुर,Singapore
26,सैमसंग,Samsung
27,हंसराज हंस,Hans Raj Hans
28,ऑस्ट्रेलिया,Australia
29,केरल,Kerala
30,तिरुवनन्तपुरम,Thiruvananthapuram
31,भारत,India
32,केरल,Kerala
33,इंटरनेट मूवी डेटाबेस,IMDb
