,hindi,english
0,2006,2006
1,28 जून,June 28
2,अंग्रेज़ी,English language
3,अंतरराष्ट्रीय श्रम संघ,International Labour Organization
4,अंतर्राष्ट्रीय अपराध आयोग,International Criminal Court
5,अंतर्राष्ट्रीय न्यायालय,International Court of Justice
6,अंतर्राष्ट्रीय परमाणु उर्जा एजेंसी,International Atomic Energy Agency
7,अंतर्राष्ट्रीय मुद्रा कोष,International Monetary Fund
8,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
9,अमेरिका,United States
10,अरबी,Arab (disambiguation)
11,आर्थिक व सामाजिक परिषद,United Nations Economic and Social Council
12,ईकोसॉक,United Nations Economic and Social Council
13,कोपनहेगन,Copenhagen
14,चिली,Chile
15,चीन,China (region)
16,चीनी भाषा,Chinese language
17,जनीवा,Geneva
18,तइवान,Taiwan (island)
19,द्वितीय विश्वयुद्ध,World War II
20,नरेन्द्र मोदी,Narendra Modi
21,न्यूयॉर्क,New York (state)
22,न्यूयॉर्क शहर,New York City
23,पुर्तगाल,Portugal
24,पोलैंड,Poland
25,फ़िलिस्तीन,Palestine (region)
26,फ़्रांस,France
27,फ़्रांसीसी,French language
28,भारत,India
29,भोपाल,Bhopal
30,माँटेनीग्रो,Montenegro
31,मानव अधिकारों की सार्वभौम घोषणा,Universal Declaration of Human Rights
32,यूनाइटेड किंगडम,European Charter for Regional or Minority Languages
33,रूस,Russia
34,रूसी,Russian language
35,रोम,Rome
36,विजयलक्ष्मी पण्डित,Vijaya Lakshmi Pandit
37,विश्व खाद्य कार्यक्रम,Food and Agriculture Organization
38,विश्व बैंक,World Bank
39,विश्व स्वास्थ्य संगठन,World Health Organization
40,विश्व हिंदी सचिवालय,World Hindi Secretariat
41,विश्व हिंदी सम्मेलन,World Hindi Conference
42,वैटिकन,Vatican City
43,शीत युद्ध,Cold War
44,संयुक्त राज्य,United States
45,संयुक्त राज्य अमेरिका,United States
46,संयुक्त राष्ट्र अधिकारपत्र,Charter of the United Nations
47,संयुक्त राष्ट्र आर्थिक एवं सामाजिक परिषद,United Nations Economic and Social Council
48,संयुक्त राष्ट्र पर्यावरण कार्यक्रम,United Nations Environment Programme
49,संयुक्त राष्ट्र बाल कोष,UNICEF
50,संयुक्त राष्ट्र महासभा,United Nations General Assembly
51,संयुक्त राष्ट्र रेडियो,United Nations Radio
52,संयुक्त राष्ट्र विकास कार्यक्रम,United Nations Development Programme
53,संयुक्त राष्ट्र व्यापार और विकास सम्मेलन,United Nations Conference on Trade and Development
54,"संयुक्त राष्ट्र शिक्षा, विज्ञान और सांस्कृतिक परिषद",UNESCO
55,सुरक्षा परिषद,United Nations Security Council
56,सुषमा स्वराज,Sushma Swaraj
57,सैन फ्रैंसिस्को,San Francisco
58,स्पेन,Spain
59,स्पेनी,Spanish language
60,हिंदी,Hindi
61,१९४५,1945
62,२४ अक्टूबर,October 24
63,.भारत,.in
64,अंग्रेज़ी,English language
65,अंग्रेज़ी भाषा,English language
66,अंग्रेजी,English language
67,अंग्रेजी शासन,British Empire
68,अंटार्कटिका,Antarctica
69,अजंता,Ajanta Caves
70,अन्टार्कटिका,Antarctica
71,अफ्रीका,Africa
72,अमरीका,United States
73,अरब सागर,Arabian Sea
74,अशोक,Ashoka
75,अशोक स्तंभ,Pillars of Ashoka
76,असम,Assam
77,असमिया,Assamese language
78,अहमदी,Ahmadiyya
79,आदिम-हिन्द-यूरोपीय भाषा,Proto-Indo-European language
80,आपातकाल,The Emergency (India)
81,आम,Mango
82,आर्थिक सुधार,Economic liberalization
83,आर्य,Aryan
84,आर्यावर्त,Āryāvarta
85,इंडोनेशिया,Indonesia
86,इंदिरा गांधी,Indira Gandhi
87,इजरायल,Israel
88,इलाहाबाद,Allahabad
89,इस्लाम,Islam
90,ईद,Eid
91,ईद-उल-जुहा,Eid al-Adha
92,ईद उल-फ़ित्र,Eid al-Fitr
93,ईरान,Iran
94,ईसाई,Christians
95,उच्च न्यायालय,High Court
96,उड़ीसा,Odisha
97,उत्तरी भारत,North India
98,उपराष्ट्रपति,Vice President of India
99,उर्वरक,Fertilizer
100,उष्णकटिबंधीय,Tropics
101,ऋग्वेद,Rigveda
102,ऋतु,Season
103,ऋषभदेव,Rishabhanatha
104,एशिया,Asia
105,ओडिया,Oriya
106,ओडिसी,Odissi
107,ओणम,Onam
108,कथक,Kathak
109,कन्नड,Kannada
110,कर्नाटक,Karnataka
111,कर्नाटक संगीत,Carnatic music
112,कश्मीर,Kashmir
113,कार्यपालिका,Executive (government)
114,कुषाण,Kushan Empire
115,कृषि,Agriculture
116,केरल,Kerala
117,कोलकाता,Kolkata
118,क्रय-शक्ति समता,Purchasing power parity
119,क्षेत्रीय शक्ति,Regional power
