,hindi,english
0,कर्नाटक संगीत,Carnatic music
1,ओमान,Oman
2,कर्नाटक,Karnataka
3,न्यूयॉर्क,New York (state)
4,पद्म श्री,Padma Shri
5,बहरीन,Bahrain
6,बेल्जियम,Belgium
7,भारत,India
8,भारत सरकार,Government of India
9,मनीला,Manila
10,मलेशिया,Malaysia
11,येहुदी मेनुहिन,Yehudi Menuhin
12,राग,Raga
13,रूस,Russia
14,लंदन,London
15,वायलिन,Violin
16,संगीत नाटक अकादमी,Sangeet Natak Akademi
17,सिंगापुर,Singapore
18,अवतार,Avatar
19,कर्नाटक संगीत,Carnatic music
20,कांची,Kanchipuram
21,कार्तिकेय,Kartikeya
22,कृत्तिका नक्षत्र,Kṛttikā
23,ज्योतिष,Jyotiḥśāstra
24,तंजावुर,Thanjavur
25,तंजावुर चौकड़ी,Thanjavur Quartet
26,तंजौर,Thanjavur
27,तमिलनाडु,Tamil Nadu
28,तांत्रिक,Tantra
29,ताल,Tala (music)
30,तिरुट्टनी,Thiruttani
31,तिरुपति,Tirumala Tirupati
32,तिरुवनंतपुरम,Thiruvananthapuram
33,तिरुवन्नमलई,Tiruvannamalai
34,तिरुवारूर,Thiruvarur
35,तेलुगु,Telugu language
36,दक्षिण भारत,South India
37,दार्शनिक,Philosopher
38,भरतनाट्यम,Bharatanatyam
39,मंत्र,Mantra
40,मद्रास,Chennai
41,मन्त्र,Mantra
42,राग,Raga
43,वायलिन,Violin
44,वाराणसी,Varanasi
45,वीणा,Veena
46,शास्त्रीय संगीत,Indian classical music
47,श्रीरंगम,Srirangam
48,संगीतकार,Musician
49,साहित्य,Literature
50,सुब्रह्मण्य भारती,Subramania Bharati
51,गमक,Gamak (music)
52,वीणा,Veena
53,संगीत,Music
54,संगीत कलानिधि,Sangeetha Kalanidhi
