,hindi,english
0,विकिपीडिया,Wikipedia
1,विकिमीडिया परियोजना,Wikimedia project
2,अमृतसर,Amritsar
3,असहयोग आन्दोलन,Non-cooperation movement
4,इलाहाबाद,Allahabad
5,उत्तर प्रदेश,Uttar Pradesh
6,उन्नाव जिला,Unnao district
7,कमला नेहरू,Kamala Nehru
8,कांग्रेस,Congress
9,काकोरी काण्ड,Kakori conspiracy
10,कानपुर,Kanpur
11,खुदीराम बोस,Khudiram Bose
12,गणेशशंकर विद्यार्थी,Ganesh Shankar Vidyarthi
13,गाँव,Village
14,चंद्रशेखर आजाद,Chandra Shekhar Azad
15,जवाहरलाल नेहरू,Jawaharlal Nehru
16,ज्वालामुखी,Volcano
17,झाँसी,Jhansi
18,दिल्ली,Delhi
19,दुर्गा भाभी,Durgawati Devi
20,नई दिल्ली,New Delhi
21,पिता,Father
22,पुरुषोत्तम दास टंडन,Purushottam Das Tandon
23,बंगाल,Bengal
24,बटुकेश्वर दत्त,Batukeshwar Dutt
25,भगत सिंह,Bhagat Singh
26,भगवती चरण वोहरा,Bhagwati Charan Vohra
27,भारत,India
28,मन्मथनाथ गुप्त,Manmath Nath Gupta
29,मोतीलाल नेहरू,Motilal Nehru
30,यशपाल,Yashpal
31,राजगुरु,Shivaram Rajguru
32,राजेन्द्रनाथ लाहिड़ी,Rajendra Lahiri
33,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
34,राम प्रसाद बिस्मिल,Ram Prasad Bismil
35,रूस,Russia
36,रोशन सिंह,Roshan Singh
37,लाला लाजपत राय,Lala Lajpat Rai
38,शचींद्रनाथ सान्याल,Sachindra Nath Sanyal
39,शहर,City
40,सुखदेव,Sukhdev Thapar
41,हरदोई,Hardoi
42,हिन्दुस्तान,Hindustan
43,हिन्दुस्तान सोशलिस्ट रिपब्लिकन एसोसिएशन,Hindustan Socialist Republican Association
44,१९०६,1906
45,१९३१,1931
46,१९९५,1995
47,२००६,2006
48,अगस्त,August
49,अमरावती,Amravati
50,छत्तीसगढ़,Chhattisgarh
51,जबलपुर,Jabalpur
52,दिल्ली,Delhi
53,नागपुर,Nagpur
54,भारत,India
55,राजनांदगाँव,Rajnandgaon
56,रायपुर,Raipur
57,संसद भवन,Parliament House (India)
58,सागर शहर,"Sagar, Madhya Pradesh"
59,२ अगस्त,August 2
60,३१ दिसम्बर,December 31
61,ओरछा,Orchha
62,कालपी,Kalpi
63,कृष्णा कुमारी,Krishna Kumari (princess)
64,गंगाधर राव,Gangadhar Rao
65,ग्वालियर,Gwalior
66,झलकारी बाई,Jhalkaribai
67,झाँसी,Jhansi
68,तात्या टोपे,Tantia Tope
69,दतिया,Datia
70,बाजीराव द्वितीय,Baji Rao II
71,बाजीराव प्रथम,Baji Rao I
72,मराठा,Maratha (caste)
73,मृत्यु,Death
74,वाराणसी,Varanasi
