,hindi,english
0,अधिवक्ता,Advocate
1,अहिंसा,Ahiṃsā
2,इंग्लैण्ड,England
3,कटक,Cuttack
4,कोलकाता,Kolkata
5,चित्तरंजन दास,Chittaranjan Das
6,भारत,India
7,सुभाष चन्द्र बोस,Subhas Chandra Bose
8,अंग्रेजी,English language
9,अंडमान व निकोबार द्वीप,Andaman and Nicobar Islands
10,अंदमान और निकोबार द्वीप,Andaman and Nicobar Islands
11,अनिता बोस फाफ,Anita Bose Pfaff
12,अफगानिस्तान,Afghanistan
13,अरविन्द घोष,Sri Aurobindo
14,अल्मोड़ा,Almora
15,असहयोग आंदोलन,Non-cooperation movement
16,आज़ाद हिन्द,Azad Hind
17,आज़ाद हिन्द फ़ौज,Indian National Army
18,आज़ाद हिन्द फौज,Indian National Army
19,आज़ाद हिन्द रेडियो,Azad Hind Radio
20,आजाद हिन्द,Azad Hind
21,आजाद हिन्द फौज,Indian National Army
22,आयरलैंड,Ireland
23,इंग्लैंड,England
24,इंडोनेशिया,Indonesia
25,इंफाल,Imphal
26,इटली,Italy
27,इम्फाल,Imphal
28,उच्चारण,Pronunciation
29,एमिली शेंकल,Emilie Schenkl
30,एशिया,Asia
31,ऑस्ट्रिया,Austria
32,ओड़िशा,Odisha
33,कटक,Cuttack
34,कराची,Karachi
35,कलकत्ता,Kolkata
36,कलकत्ता विश्वविद्यालय,University of Calcutta
37,काबुल,Kabul
38,कार,Car
39,कील,Nail (fastener)
40,कोरिया,Korea
41,कोलकाता,Kolkata
42,कोहिमा,Kohima
43,कोहिमा का युद्ध,Battle of Kohima
44,चित्तरंजन दास,Chittaranjan Das
45,चीन,China (region)
46,छत्तीसगढ़,Chhattisgarh
47,जय हिन्द,Jai Hind
48,जर्मनी,Germany
49,जवाहरलाल नेहरू,Jawaharlal Nehru
50,जापान,Japan
51,जापानी भाषा,Japanese language
52,झाँसी की रानी रेजिमेंट,Rani of Jhansi Regiment
53,टोकियो,Tokyo
54,डलहौजी,"Dalhousie, India"
55,तपेदिक,Tuberculosis
56,ताइवान,Taiwan (island)
57,त्रिपुरी,Tripuri
58,दिल्ली,Delhi
59,देशबंधु चित्तरंजन दास,Chittaranjan Das
60,द्वितीय विश्वयुद्ध,World War II
61,नागासाकी,Nagasaki
62,नौसेना विद्रोह,Royal Indian Navy mutiny
63,पट्टाभि सीतारमैया,Bhogaraju Pattabhi Sitaramayya
64,पत्नी,Wife
65,पशु चिकित्सक,Veterinary medicine
66,पश्चिम बंगाल,West Bengal
67,पश्चिम बंगाल सरकार,Government of West Bengal
68,पूर्वी एशिया,East Asia
69,पेशावर,Peshawar
70,प्रफुल्लचन्द्र राय,Prafulla Chandra Ray
71,फिलीपींस,Philippines
72,फैजाबाद,Faizabad
73,फॉरवर्ड ब्लॉक,All India Forward Bloc
74,बंगलौर,Bangalore
75,बंगाल,Bengal
76,बर्मा,Myanmar
77,बर्लिन,Berlin
78,ब्रिटिश राज,British Raj
79,ब्रिटिश साम्राज्य,British Empire
80,भगत सिंह,Bhagat Singh
81,भाई,Brother
82,भारत,India
83,भारत सरकार,Government of India
84,भारतीय,Indian
85,भारतीय इतिहास,History of India
86,भारतीय राष्ट्रीय अभिलेखागार,National Archives of India
87,भारतीय स्वतंत्रता का क्रांतिकारी आन्दोलन,Revolutionary movement for Indian independence
88,मंचूरिया,Manchuria
89,महात्मा गांधी,Mahatma Gandhi
90,माईन काम्फ,Mein Kampf
91,माण्डले,Mandalay
92,मान्चुको,Manchukuo
93,मास्को,Moscow
94,मुखर्जी आयोग,Mukherjee Commission
95,मुम्बई,Mumbai
96,मुसोलिनी,Benito Mussolini
97,मृत्यु,Death
98,मेघनाद साहा,Meghnad Saha
99,मैडागास्कर,Madagascar
100,मोतीलाल नेहरू,Motilal Nehru
101,म्याँमार,Myanmar
102,यूरोप,Europe
103,रंगून,Yangon
104,रवींद्रनाथ ठाकुर,Rabindranath Tagore
105,रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
106,राज्य,State (polity)
107,राष्ट्रपिता,Father of the Nation
108,रासबिहारी बोस,Rash Behari Bose
109,रूस,Russia
110,रैंकोजी मन्दिर (जापान),Renkō-ji
111,लाहौर,Lahore
112,वकील,Advocate
113,विधानसभा,State Legislative Assembly (India)
114,वियेना,Vienna
115,संस्करण,Edition (printmaking)
116,सरदार वल्लभ भाई पटेल,Vallabhbhai Patel
117,साइमन कमीशन,Simon Commission
118,सिंगापुर,Singapore
119,सुभाष चन्द्र बोस की मृत्यु,Death of Subhas Chandra Bose
120,सुभाष चन्द्र बोस के राजनैतिक विचार,Political views of Subhas Chandra Bose
121,सैगोन,Ho Chi Minh City
122,स्वतन्त्रता संग्राम,Indian independence movement
123,स्वराज,Swaraj
124,स्वराज पार्टी,Swaraj Party
125,स्वामी विवेकानन्द,Swami Vivekananda
126,हिटलर,Adolf Hitler
127,हिदेकी तोजो,Hideki Tojo
128,हिन्द महासागर,Indian Ocean
129,हिन्दू,Hindus
130,हिरोशिमा,Hiroshima
131,लाहौर,Lahore
132,हिन्दुस्तान सोशलिस्ट रिपब्लिकन एसोसिएशन,Hindustan Socialist Republican Association
133,ऋषिकेश,Rishikesh
134,कलकत्ता विश्वविद्यालय,University of Calcutta
135,कोलकाता,Kolkata
136,बेनी माधव दास,Beni Madhab Das
137,भारत,India
138,भारत छोड़ो आन्दोलन,Quit India Movement
139,युगान्तर,Jugantar
140,विवाह,Marriage
