,hindi,english
0,खगोल भौतिकी,Astrophysics
1,खगोलशास्त्र,Astronomy
2,चंद्रशेखर सीमा,Chandrasekhar limit
3,जायंट मीटर वेव रेडियो टेलिस्कोप,Giant Metrewave Radio Telescope
4,नोबेल पुरस्कार,Nobel Prize
5,पद्म विभूषण,Padma Vibhushan
6,पाकिस्तान,Pakistan
7,ब्लैक होल,Black hole
8,भारत,India
9,भौतिकी,Physics
10,मद्रास,Chennai
11,लाहौर,Lahore
12,शिकागो,Chicago
13,शिकागो विश्वविद्यालय,University of Chicago
14,१९ अक्टूबर,October 19
15,१९१०,1910
16,१९९५,1995
17,२१ अगस्त,August 21
18,अन्नामलाई विश्वविद्यालय,Annamalai University
19,अमेरिका,United States
20,इंग्लैण्ड,England
21,औरिगन,Oregon
22,कैम्ब्रिज,Cambridge
23,कैम्ब्रिज विश्वविद्यालय,University of Cambridge
24,कोशिका,Cell (biology)
25,चिदंबरम,Chidambaram
26,जीव विज्ञान,Biology
27,जीवविज्ञान,Biology
28,ट्रिनिटी कॉलेज,Trinity College Dublin
29,तमिलनाडु,Tamil Nadu
30,नोबेल पुरस्कार,Nobel Prize
31,न्यूयॉर्क,New York (state)
32,प्रोटीन,Protein
33,भारत,India
34,भौतिकी,Physics
35,रसायन विज्ञान,Chemistry
36,राइबोसोम,Ribosome
37,रॉयल सोसायटी,Royal Society
38,१९५२,1952
39,१९७१,1971
40,१९७६,1976
41,२००९,2009
42,अंतरराष्ट्रीय गणितीय ओलंपियाड,International Mathematical Olympiad
43,ऑस्ट्रेलिया,Australia
44,गणितज्ञ,Mathematician
45,नई दिल्ली,New Delhi
46,पर्थ,Perth
47,पश्चिमी ऑस्ट्रेलिया,Western Australia
48,पीएचडी,Doctor of Philosophy
49,प्रिंसटन विश्वविद्यालय,Princeton University
50,फील्ड्स पदक,Fields Medal
51,भारत,India
52,आक्सफोर्ड,Oxford
53,आविष्कार,Invention
54,आशुतोष मुखर्जी,Ashutosh Mukherjee
55,इंडियन अशोसिएशन फार कल्टीवेशन आफ़ साईंस,Indian Association for the Cultivation of Science
56,इण्डियन एसोसियेशन फॉर द कल्टिवेशन ऑफ साईन्स,Indian Association for the Cultivation of Science
57,एक्स किरणें,X-ray
58,एनी बेसेंट,Annie Besant
59,कलकत्ता विश्वविद्यालय,University of Calcutta
60,कुलपति,Kulapati
61,गणित,Mathematics
62,चेन्नै,Chennai
63,जर्मनी,Germany
64,जलयान,Ship
65,ट्राम,Tram
66,तमिलनाडु,Tamil Nadu
67,तरंग,Wave
68,तिरुचिरापल्ली,Tiruchirappalli
69,ध्वनि,Sound
70,नागपुर,Nagpur
71,नोबेल पुरस्कार,Nobel Prize
72,नोबेल पुरस्कार विजेताओं की सूची,List of Nobel laureates
73,प्रकाश,Light
74,प्रकीर्णन,Scattering
75,प्राध्यापक,Acharya
76,बंगलुरु,Bangalore
77,बैंगलोर,Bangalore
78,भारत,India
79,भारत रत्न,Bharat Ratna
80,भारत सरकार,Government of India
81,भूमध्य सागर,Mediterranean Sea
82,भौतिकी,Physics
83,मद्रास विश्वविद्यालय,University of Madras
84,महाभारत,Mahabharata
85,रंगून,Yangon
86,रंजन,Roentgen (unit)
87,रामन अनुसन्धान संस्थान,Raman Research Institute
88,रामन प्रभाव,Raman scattering
89,रामन् प्रभाव,Raman scattering
90,रामायण,Ramayana
91,राष्ट्रीय विज्ञान दिवस,National Science Day
92,लंदन,London
93,लेनिन शान्ति पुरस्कार,Lenin Peace Prize
94,विवर्तन,Diffraction
95,विशाखापत्तनम,Visakhapatnam
96,विश्वविद्यालय,University
97,वैज्ञानिक,Scientist
98,१८८८,1888
99,१९०७,1907
100,१९२८,1928
101,१९४८,1948
102,१९५४,1954
103,१९५७,1957
104,१९७०,1970
105,२१ नवंबर,November 21
106,२८ फरवरी,February 28
107,७ नवंबर,November 7
