,hindi,english
0,अपभ्रंश,Apabhraṃśa
1,अरबी,Arab (disambiguation)
2,आकाशवाणी,All India Radio
3,आयुर्वेद,Ayurveda
4,आलोचक,Criticism
5,उपनिषदों,Upanishads
6,उपन्यास,Novel
7,उर्दू,Urdu
8,ऐतिहासिक,History
9,ओरछा,Orchha
10,कमलानाथ,Kamla Nath Sharma
11,कलानाथ शास्त्री,Kala Nath Shastry
12,कवि,Poet
13,कादम्बरी,Kadambari
14,काव्य,Poetry
15,ग़ज़ल,Ghazal
16,गाथासप्तशती,Gaha Sattasai
17,गीत,Song
18,गीतगोविन्द,Gita Govinda
19,गुलाबी नगर,Jaipur
20,छंद,Metre (poetry)
21,जयदेव,Jayadeva
22,जयपुर,Jaipur
23,जयशंकर प्रसाद,Jaishankar Prasad
24,ठुमरी,Thumri
25,तांत्रिक,Tantra
26,दर्शन,Philosophy
27,देवर्षि रमानाथ शास्त्री,Devarshi Ramanath Shastri
28,ध्रुपद,Dhrupad
29,निबंध,Essay
30,पंजाब विश्वविद्यालय,Panjab University
31,पत्रकार,Journalist
32,पाण्डुलिपि,Manuscript
33,प्राकृत,Prakrit
34,फ़ारसी,Persian language
35,बाणभट्ट,Bāṇabhaṭṭa
36,ब्रजभाषा,Braj Bhasha
37,भारतेन्दु हरिश्चंद्र,Bharatendu Harishchandra
38,मध्य प्रदेश,Madhya Pradesh
39,महावीर प्रसाद द्विवेदी,Mahavir Prasad Dwivedi
40,रवीन्द्रनाथ टैगोर,Rabindranath Tagore
41,राजस्थान,Rajasthan
42,राजस्थानी भाषा,Rajasthani language
43,राज्यपाल,Governor
44,ललित निबन्ध,Lyric essay
45,लेखक,Writer
46,वनस्थली विद्यापीठ,Banasthali Vidyapith
47,वाराणसी,Varanasi
48,विक्रम संवत,Vikram Samvat
49,वेद,Vedas
50,वेदों,Vedas
51,व्याकरण,Grammar
52,शिक्षा,Education
53,शिलालेख,Epigraphy
54,शोध,Research
55,संस्कृत,Sanskrit
56,संस्कृत भाषा,Sanskrit
57,संस्कृत साहित्य,Sanskrit literature
58,सवाई जयसिंह,Jai Singh II
59,साहित्य,Literature
60,साहित्य अकादमी,Sahitya Akademi
61,सौन्दर्यशास्त्र,Aesthetics
62,हिन्दी,Hindi
63,हिन्दी साहित्य,Hindi literature
64,हीरालाल शास्त्री,Hiralal Shastri
65,जयपुर,Jaipur
66,नाथद्वारा,Nathdwara
67,प्राकृत,Prakrit
68,भीलवाड़ा,Bhilwara
69,मण्डन मिश्र,Maṇḍana Miśra
70,राजस्थान विश्वविद्यालय,University of Rajasthan
71,श्री लाल बहादुर शास्त्री राष्ट्रीय संस्कृत विद्यापीठ,Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha
72,अलीगढ़,Aligarh
73,उदयपुर,Udaipur
74,कालिदास,Kālidāsa
75,तुलसीदास,Tulsidas
76,दशरथ शर्मा,Dasharatha Sharma
77,दिल्ली,Delhi
78,दिवाकर शर्मा,Divakar Sharma
79,पद्मिनी,Rani Padmini
80,बीकानेर,Bikaner
81,भारतीय विद्या भवन,Bharatiya Vidya Bhavan
82,राजस्थान,Rajasthan
83,वी॰ वी॰ गिरि,V. V. Giri
84,शिवाजी,Shivaji
85,संस्कृत भाषा,Sanskrit
86,हरनामदत्त शास्त्री,Harnamdutt Shastri
87,हिन्दी,Hindi
88,आदित्य चोपड़ा,Aditya Chopra
89,कला,Art
90,कलाकार,Artist
91,कोलकाता,Kolkata
92,जयपुर,Jaipur
93,ट्विटर,Twitter
94,नीलम,Sapphire
95,पन्ना,Emerald
96,पुणे,Pune
97,प्रियंका चोपड़ा,Priyanka Chopra
98,फ़ैशन डिज़ाइनर,Fashion design
99,फेसबुक,Facebook
100,भारत,India
101,भारतीय,Indian
102,भारतीय विद्या भवन,Bharatiya Vidya Bhavan
103,मिड डे,Mid Day
104,राजस्थान,Rajasthan
105,रानी मुखर्जी,Rani Mukerji
106,लंदन,London
107,वनस्पति,Vegetation
108,वास्तुकला,Architecture
