,hindi,english
0,कन्नड़ भाषा,Kannada
1,कर्नाटक,Karnataka
2,गोपाल दास,Gopala Dasa
3,जगन्नाथ दास,Jagannatha Dasa
4,भक्ति,Bhakti
5,भारत,India
6,विष्णु,Vishnu
7,कर्नाटक,Karnataka
8,कला,Art
9,पद्म भूषण,Padma Bhushan
10,भारत,India
11,भारत सरकार,Government of India
12,१९९१,1991
13,कर्नाटक,Karnataka
14,कला,Art
15,पद्म भूषण,Padma Bhushan
16,भारत,India
17,भारत रत्न,Bharat Ratna
18,भारत सरकार,Government of India
19,शास्त्रीय संगीत,Indian classical music
20,१९८५,1985
21,२००८,2008
22,४ नवम्बर,November 4
23,कर्नाटक,Karnataka
24,कर्नाटक संगीत,Carnatic music
25,किराना घराना,Kirana gharana
26,गायक,Singer
27,देवदासी,Devadasi
28,भारत,India
29,१९१३,1913
30,२००९,2009
31,२१ जुलाई,July 21
32,५ मार्च,March 5
