,hindi,english
0,अभिनेता,Actor
1,हिन्दी,Hindi
2,जो जीता वही सिकंदर,Jo Jeeta Wohi Sikandar
3,हिन्दी,Hindi
4,हिन्दी,Hindi
5,अभिनेता,Actor
6,आई मिलन की बेला,Ayee Milan Ki Bela
7,कुमार गौरव,Kumar Gaurav
8,दिलीप कुमार,Dilip Kumar
9,नर्गिस,Nargis
10,नूतन,Nutan
11,पाकिस्तान,Pakistan
12,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
13,भारत,India
14,मेरे महबूब,Mere Mehboob
15,राज कपूर,Raj Kapoor
16,राजेश खन्ना,Rajesh Khanna
17,लव स्टोरी,Love Story (1981 film)
18,संगम,Confluence
19,संजय दत्त,Sanjay Dutt
20,सुनील दत्त,Sunil Dutt
