,hindi,english
0,गायक,Singer
1,चेन्नई,Chennai
2,मनोविज्ञान,Psychology
3,यूट्यूब,YouTube
4,कला,Art
5,नृत्य,Dance
6,पद्म भूषण,Padma Bhushan
7,भारत,India
8,मोरारजी देसाई,Morarji Desai
9,राष्ट्रपति,President (government title)
10,राष्ट्रपति भवन,Rashtrapati Bhavan
11,१९५६,1956
12,१९७७,1977
13,कथकली,Kathakali
14,मोहिनीअट्टम,Mohiniyattam
15,शास्त्रीय नृत्य,Indian classical dance
16,अमरावती,Amravati
17,अमिताभ बच्चन,Amitabh Bachchan
18,अरविंद स्वामी,Arvind Swami
19,आंध्र प्रदेश,Andhra Pradesh
20,इंटरनेट मूवी डेटाबेस,IMDb
21,चेन्नई,Chennai
22,ज्योतिका,Jyothika
23,तमिल,Tamils
24,तमिलनाडु,Tamil Nadu
25,तिरुपति,Tirumala Tirupati
26,तेलुगु,Telugu language
27,न्यूयॉर्क,New York (state)
28,पश्चिम बंगाल,West Bengal
29,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
30,फिल्म अभिनेता,Actor
31,ब्राह्मण,Brahmin
32,भारत,India
33,माम्मूटी,Mammootty
34,रजनीकान्त,Rajinikanth
35,राजा,Monarch
36,राधिका,Radha
37,लाल,Red
38,वसंत,Spring (season)
39,वाली,Wāli
40,विजय,Victory
41,शाहरुख खान,Shah Rukh Khan
42,सिंधी,Sindhi
43,सिएटल,Seattle
44,सुरेश गोपी,Suresh Gopi
45,हिन्दी,Hindi
46,हैदराबाद,Hyderabad
