,hindi,english
0,अभिनेता,Actor
1,पद्मिनी कोल्हापुरी,Padmini Kolhapure
2,श्रद्धा कपूर,Shraddha Kapoor
3,हिन्दी,Hindi
4,अक्षय कुमार की फिल्मोग्राफी,Akshay Kumar filmography
5,अक्षय कुमार को प्राप्त पुरस्कारों और नामांकनों की सूची,List of awards and nominations received by Akshay Kumar
6,अजय देवगन,Ajay Devgn
7,अभिनेता,Actor
8,अमिताभ बच्चन,Amitabh Bachchan
9,इंटरनेट मूवी डेटाबेस,IMDb
10,ऋतिक रोशन,Hrithik Roshan
11,एक रिश्ता,Ek Rishtaa: The Bond of Love
12,ट्विंकल खन्ना,Twinkle Khanna
13,डिम्पल कपाड़िया,Dimple Kapadia
14,तरण आदर्श,Taran Adarsh
15,दिल तो पागल है,Dil To Pagal Hai
16,नमस्ते लंदन,Namastey London
17,बॉलीवुड,Bollywood
18,बॉलीवुड हँगामा,Bollywood Hungama
19,भारत,India
20,भारतीय फ़िल्म अभिनेताओं की सूची,List of Indian film actors
21,मैं खिलाड़ी तू अनाड़ी,Main Khiladi Tu Anari
22,यश चोपड़ा,Yash Chopra
23,ये दिल्लगी,Yeh Dillagi
24,रवीना टंडन,Raveena Tandon
25,राजेश खन्ना,Rajesh Khanna
26,रेखा,Rekha
27,लाइफ ओके,Life OK
28,शिल्पा शेट्टी,Shilpa Shetty
29,सनी देओल,Sunny Deol
30,सलमान ख़ान,Salman Khan
31,सुष्मिता सेन,Sushmita Sen
32,सेलिना जेटली,Celina Jaitly
33,हिन्दी,Hindi
34,१९६७,1967
35,९ सितम्बर,September 9
36,अभिनय,Acting
37,इंटरनेट मूवी डेटाबेस,IMDb
38,चेन्नई,Chennai
39,दिल्ली,Delhi
40,बिपाशा बसु,Bipasha Basu
41,रणबीर कपूर,Ranbir Kapoor
42,इंटरनेट मूवी डेटाबेस,IMDb
43,एक विलन,Ek Villain
44,कपूर एण्ड सन्स,Kapoor & Sons
45,करण जौहर,Karan Johar
46,माइ नेम इज़ ख़ान,My Name Is Khan
47,हंसी तो फंसी,Hasee Toh Phasee
