,hindi,english
0,पटना,Patna
1,बिहार,Bihar
2,बिहार के मुख्यमंत्री,List of chief ministers of Bihar
3,भारत,India
4,कांग्रेस,Congress
5,झारखंड के लोकसभा सदस्य,List of members of the 16th Lok Sabha
6,पंचायती राज,Panchayati raj in India
7,प्रांत,Province
8,बाबूलाल मरांडी,Babulal Marandi
9,राष्ट्रवादी कांग्रेस पार्टी,Nationalist Congress Party
10,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
11,संयुक्त प्रगतिशील गठबंधन,United Progressive Alliance
12,अन्य पिछड़ा वर्ग,Other Backward Class
13,जमशेदपुर,Jamshedpur
14,तेली,Teli
15,भारतीय जनता पार्टी,Bharatiya Janata Party
16,झारखण्ड,Jharkhand
17,भारत,India
18,भारतीय,Indian
19,भारतीय जनता पार्टी,Bharatiya Janata Party
