,hindi,english
0,12 जनवरी,January 12
1,1936,1936
2,2016,2016
3,7 जनवरी,January 7
4,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
5,जम्मू और कश्मीर,Jammu and Kashmir (state)
6,जम्मू और कश्मीर पीपुल्स डेमोक्रेटिक पार्टी,Jammu and Kashmir Peoples Democratic Party
7,दिल्ली,Delhi
8,पी॰ वी॰ नरसिम्हा राव,P. V. Narasimha Rao
9,भारत,India
10,भारत के गृह मंत्री,Minister of Home Affairs (India)
11,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
12,महबूबा मुफ़्ती,Mehbooba Mufti
13,राजीव गांधी,Rajiv Gandhi
14,विश्वनाथ प्रताप सिंह,Vishwanath Pratap Singh
15,अमृतसर की संधि,Treaty of Amritsar
16,कठुआ,Kathua
17,कश्मीर,Kashmir
18,काबुल,Kabul
19,किश्तवाड़,Kishtwar
20,क्षत्रिय,Kshatriya
21,खुशवन्त सिंह,Khushwant Singh
22,गिलगित,Gilgit
23,चिलास,Chilas
24,जम्मू,Jammu Division
25,जम्मू और कश्मीर (रियासत),Jammu and Kashmir (princely state)
26,डोगरा,Dogra
27,डोगरा राजवंश,Dogra dynasty
28,तिब्बत,Tibet
29,दरबार,Darbar
30,दर्द,Pain
31,नियंत्रण रेखा,Line of Control
32,पाकिस्तान,Pakistan
33,प्रथम आंग्ल-सिख युद्ध,First Anglo-Sikh War
34,बल्तिस्तान,Baltistan
35,भारत,India
36,भारत का विभाजन,Partition of India
37,मानसरोवर,Lake Manasarovar
38,मुसलमान,Muslims
39,राजपूत,Rajput
40,राजवंश,Dynasty
41,राजौरी,Rajouri
42,लद्दाख़,Ladakh
43,लाहौर,Lahore
44,सिख साम्राज्य,Sikh Empire
45,अधिराज्य,Superstate
46,कर्ण सिंह,Karan Singh
47,जम्मू,Jammu Division
48,द्वितीय विश्वयुद्ध,World War II
49,बाल विवाह,Child marriage
50,महाराज गुलाब सिंह,Gulab Singh
51,महाराज प्रताप सिंह,Pratap Singh of Jammu and Kashmir
52,महाराज रणबीर सिंह,Ranbir Singh of Jammu and Kashmir
53,मुस्लिम लीग,Muslim League
54,राजकोट,Rajkot
55,विवाह,Marriage
56,हरि निवास महल,Hari Niwas Palace
57,उमर अब्दुल्ला,Omar Abdullah
58,कश्मीर,Kashmir
59,जम्मू और कश्मीर,Jammu and Kashmir (state)
60,प्रिटोरिया,Pretoria
61,बांग्लादेश,Bangladesh
62,भारत,India
63,मैथ्यू वेड,Matthew Wade
64,शशि थरूर,Shashi Tharoor
65,स्टीव स्मिथ,Steve Smith (cricketer)
