,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,उर्दू,Urdu
2,कमाल अमरोही,Kamal Amrohi
3,गीतकार,Lyricist
4,जगजीत सिंह,Jagjit Singh
5,फ़िल्म,Film
6,भारत,India
7,भारतीय,Indian
8,भोपाल,Bhopal
9,मोहम्मद रफ़ी,Mohammed Rafi
10,कांग्रेस,Congress
11,जबलपुर,Jabalpur
12,दमोह,Damoh
13,नाटक,Drama
14,पद्म भूषण,Padma Bhushan
15,भारत,India
16,महात्मा गांधी,Mahatma Gandhi
17,माहेश्वरी,Maheshwari
18,राजभाषा,Official language
19,संसद,Parliament of India
20,सांसद,Member of parliament
21,हिन्दी,Hindi
22,१९६१,1961
23,पराग,Pollen
24,बाल साहित्य,Children's literature
25,मध्य प्रदेश,Madhya Pradesh
26,हिन्दी,Hindi
27,उर्दू,Urdu
28,कबीर,Kabir
29,कमाल अमरोही,Kamal Amrohi
30,कवि,Poet
31,ग्वालियर,Gwalior
32,जिगर मुरादाबादी,Jigar Moradabadi
33,तुलसीदास,Tulsidas
34,दिल्ली,Delhi
35,धर्मेन्द्र,Dharmendra
36,बशीर बद्र,Bashir Badr
37,मिर्ज़ा ग़ालिब,Ghalib
38,सूरदास,Surdas
39,स्टार स्क्रीन पुरस्कार,Screen Awards
40,हिन्दी,Hindi
41,हेमा मालिनी,Hema Malini
