,hindi,english
0,अहमदाबाद,Ahmedabad
1,आंध्र प्रदेश,Andhra Pradesh
2,इंग्लैंड,England
3,गुंटूर,Guntur
4,दिल्ली,Delhi
5,प्रकाश पादुकोण,Prakash Padukone
6,भारत,India
7,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
8,क्रिकेट,Cricket
9,ज़हीर ख़ान,Zaheer Khan
10,टेस्ट क्रिकेट,Test cricket
11,पाकिस्तान,Pakistan
12,भारतीय,Indian
13,मुनाफ पटेल,Munaf Patel
14,रिकी पोंटिंग,Ricky Ponting
15,शान्ताकुमारन श्रीसंत,S. Sreesanth
16,नई दिल्ली,New Delhi
17,रणजी ट्रॉफी,Ranji Trophy
18,दिल्ली,Delhi
19,भारत,India
20,वसंत विहार,"Vasant Vihar, Delhi"
