,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,भारत,India
2,अखिलेश यादव,Akhilesh Yadav
3,इटावा,Etawah
4,उत्तर प्रदेश,Uttar Pradesh
5,मैनपुरी,Mainpuri
6,राजनीति,Politics
7,लखनऊ,Lucknow
8,लोकदल,Lokdal
9,विधान सभा,State Legislative Assembly (India)
10,समाजवादी पार्टी,Samajwadi Party
11,उत्तर प्रदेश,Uttar Pradesh
12,चौधरी चरण सिंह,Charan Singh
13,जनता पार्टी,Janata Party
14,झाँसी,Jhansi
15,भारतीय जनता पार्टी,Bharatiya Janata Party
16,मध्य प्रदेश,Madhya Pradesh
17,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
18,उत्तर प्रदेश,Uttar Pradesh
19,जनता पार्टी,Janata Party
20,भारत,India
21,भारत के गृह मंत्री,Minister of Home Affairs (India)
22,भारत के रक्षा मंत्री,Minister of Defence (India)
23,भारतीय जनता पार्टी,Bharatiya Janata Party
24,भारतीय जनसंघ,Bharatiya Jana Sangh
25,भौतिक शास्त्र,Physics
26,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
27,लाल कृष्ण आडवाणी,L. K. Advani
28,वाराणसी,Varanasi
29,१० जुलाई,July 10
30,१९५१,1951
