,hindi,english
0,कृष्णकुमार बिड़ला,K. K. Birla
1,कोलकाता,Kolkata
2,दिल्ली,Delhi
3,पद्म विभूषण,Padma Vibhushan
4,पिलानी,Pilani
5,बिड़ला परिवार,Birla family
6,"बिड़ला प्रौद्योगिकी एवं विज्ञान संस्थान, पिलानी","Birla Institute of Technology and Science, Pilani"
7,भारत,India
8,भारत सरकार,Government of India
9,महात्मा गांधी,Mahatma Gandhi
10,राजस्थान,Rajasthan
11,१९५७,1957
12,2008,2008
13,25 जनवरी,January 25
14,कोवलम नारायण पणिकर,Kavalam Narayana Panicker
15,तैयब मेहता,Tyeb Mehta
16,पद्म विभूषण,Padma Vibhushan
17,पद्मश्री,Padma Shri
18,भारत,India
19,भारत रत्न,Bharat Ratna
20,भारत सरकार,Government of India
21,सोमनाथ होरे,Somnath Hore
22,१९५४,1954
23,१९५५,1955
24,१९५६,1956
25,१९५७,1957
26,१९५८,1958
27,१९५९,1959
28,१९६०,1960
29,१९६२,1962
30,१९६३,1963
31,१९६४,1964
32,१९६५,1965
33,१९६६,1966
34,१९६७,1967
35,१९६८,1968
36,१९६९,1969
37,१९७०,1970
38,१९७१,1971
39,१९७२,1972
40,१९७३,1973
41,१९७४,1974
42,१९७५,1975
43,१९७६,1976
44,१९७७,1977
45,१९८०,1980
46,१९८१,1981
47,१९८२,1982
48,१९८३,1983
49,१९८४,1984
50,१९८५,1985
51,१९८६,1986
52,१९८७,1987
53,१९८८,1988
54,१९८९,1989
55,१९९०,1990
56,१९९१,1991
57,१९९२,1992
58,१९९८,1998
59,१९९९,1999
60,२०००,2000
61,२००१,2001
62,२००२,2002
63,२००३,2003
64,२००४,2004
65,२००५,2005
66,२००६,2006
67,२००७,2007
68,२००८,2008
69,२००९,2009
70,२०१०,2010
71,२०११,2011
72,२०१२,2012
73,२०१३,2013
74,२०१४,2014
75,२०१५,2015
76,उदयपुर,Udaipur
77,कला,Art
78,जैसलमेर,Jaisalmer
79,जोधपुर,Jodhpur
80,पद्म भूषण,Padma Bhushan
81,भारत,India
82,भारत सरकार,Government of India
83,राजस्थान,Rajasthan
84,राजस्थान रत्न,Rajasthan Ratna
85,राजस्थानी,Rajasthani
86,लोक संगीत,Contemporary folk music
87,२००४,2004
88,कथक,Kathak
89,जयपुर,Jaipur
90,नई दिल्ली,New Delhi
91,पद्म श्री,Padma Shri
92,पाकिस्तान,Pakistan
93,बर्मिंघम,Birmingham
94,भारत सरकार,Government of India
95,रवि शंकर,Ravi Shankar
96,राजस्थान,Rajasthan
97,लेखक,Writer
