,hindi,english
0,अभिनेता,Actor
1,इंटरनेट मूवी डेटाबेस,IMDb
2,करुणानिधि,M. Karunanidhi
3,कैंडी,Kandy
4,जयललिता,J. Jayalalithaa
5,जानकी रामचंद्रन,V. N. Janaki
6,तमिल,Tamils
7,भारत,India
8,भारत रत्न,Bharat Ratna
9,मोरारजी देसाई,Morarji Desai
10,राजीव गांधी,Rajiv Gandhi
11,श्रीलंका,Sri Lanka
12,अँग्रेजी,English language
13,अन्ना द्रमुक,All India Anna Dravida Munnetra Kazhagam
14,आईएसटी,Indian Standard Time
15,आईसीयू,Intensive care unit
16,एमजीआर,M. G. Ramachandran
17,ऐश्वर्या राय,Aishwarya Rai
18,ओ॰ पन्नीरसेल्वम,O. Panneerselvam
19,कर्नाटक,Karnataka
20,खुशबू सुंदर,Khushbu Sundar
21,चेन्नई,Chennai
22,जानकी रामचंद्रन,V. N. Janaki
23,दिल का दौरा,Myocardial infarction
24,द्रविड़ आंदोलन,Dravidian movement
25,द्रविड़ मुनेत्र कड़गम,Dravida Munnetra Kazhagam
26,धर्मेंद्र,Dharmendra
27,नरेन्द्र मोदी,Narendra Modi
28,बंगलौर,Bangalore
29,बीबीसी,BBC
30,मद्रास विश्वविद्यालय,University of Madras
31,मैसूर राज्य,Kingdom of Mysore
32,राज्यसभा,Rajya Sabha
33,शिवाजी गणेशन,Sivaji Ganesan
34,हर्षिका पूनच्चा,Harshika Poonacha
35,हिंदी,Hindi
36,हिंदू,Hinduism
37,तमिल नाडु,Tamil Nadu
38,राजनीति,Politics
39,ऑल इंडिया अन्ना द्रविड़ मुनेत्र कड़गम,All India Anna Dravida Munnetra Kazhagam
40,तमिल नाडु,Tamil Nadu
41,भारत,India
