,hindi,english
0,अग्रदूत,Agradoot
1,अनुशीलन समिति,Anushilan Samiti
2,इतिहास,History
3,उत्तर प्रदेश,Uttar Pradesh
4,काकोरी,Kakori
5,काकोरी काण्ड,Kakori conspiracy
6,गाँव,Village
7,गोण्डा,"Gonda, Uttar Pradesh"
8,दक्षिणेश्वर,Dakshineswar
9,पुस्तकालय,Library
10,बंगाल,Bengal
11,बांग्लादेश,Bangladesh
12,ब्रिटिश राज,British Raj
13,भारत,India
14,मृत्यु,Death
15,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
16,राम प्रसाद बिस्मिल,Ram Prasad Bismil
17,रोशन सिंह,Roshan Singh
18,लखनऊ,Lucknow
19,वाराणसी,Varanasi
20,शंख,Shankha
21,शचींद्रनाथ सान्याल,Sachindra Nath Sanyal
22,शाहजहाँपुर,Shahjahanpur
23,सम्पादन,Editing
24,सहारनपुर,Saharanpur
25,स्वतंत्रता संग्राम,Freedom movement
26,हिन्दू,Hindus
27,अच्युत पटवर्धन,Achyut Patwardhan
28,अल्मोड़ा,Almora
29,अहमदाबाद,Ahmedabad
30,आगरा,Agra
31,इंग्लैंड,England
32,इलाहाबाद,Allahabad
33,उत्तर प्रदेश,Uttar Pradesh
34,उषा मेहता,Usha Mehta
35,गया,"Gaya, India"
36,गोवा,Goa
37,जयप्रकाश नारायण,Jayaprakash Narayan
38,जर्मन भाषा,German language
39,जर्मनी,Germany
40,जवाहरलाल नेहरू,Jawaharlal Nehru
41,ढाका विश्वविद्यालय,University of Dhaka
42,तिब्बत,Tibet
43,द्वितीय विश्वयुद्ध,World War II
44,नरेन्द्र देव,Narendra Deva
45,पटना,Patna
46,फूलपुर,"Phulpur, Allahabad"
47,बंबई,Mumbai
48,बरेली,Bareilly
49,बर्लिन,Berlin
50,बीकानेर,Bikaner
51,भगत सिंह,Bhagat Singh
52,भारत छोड़ो आन्दोलन,Quit India Movement
53,मेरठ,Meerut
54,रीवा,"Rewa, Madhya Pradesh"
55,लखनऊ,Lucknow
56,लाहौर,Lahore
57,लेबर पार्टी,Labour Party (UK)
58,समाजवाद,Socialism
59,समाजवादी पार्टी,Samajwadi Party
60,सुचेता कृपलानी,Sucheta Kripalani
61,स्वीडन,Sweden
62,हरिजन,Harijan
63,१९१०,1910
64,१९६७,1967
65,2006,2006
66,2014,2014
67,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
68,अनुवाद,Translation
69,अनुवादक,Translator
70,अमरीका,United States
71,अरविन्द घोष,Sri Aurobindo
72,अशफाक उल्ला खाँ,Ashfaqulla Khan
73,असहयोग आन्दोलन,Non-cooperation movement
74,अहमदाबाद,Ahmedabad
75,अहिंसा,Ahiṃsā
76,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
77,आगरा,Agra
78,आगा खान पैलेस,Aga Khan Palace
79,आज तक,Aaj Tak
80,आजाद हिन्द फौज,Indian National Army
81,आत्मकथा,Autobiography
82,आयरलैण्ड,Ireland
83,आर्य समाज,Arya Samaj
84,इंग्लैण्ड,England
85,इटावा,Etawah
86,इतिहास,History
87,इतिहासकार,Historian
88,इलाहाबाद,Allahabad
89,उत्तर प्रदेश,Uttar Pradesh
90,उत्तर भारत,North India
91,उपनाम,Surname
92,उपन्यास,Novel
93,उर्दू,Urdu
94,औरैया,Auraiya
95,कलकत्ता,Kolkata
96,कवि,Poet
97,कांग्रेस,Congress
98,काकोरी,Kakori
99,काकोरी काण्ड,Kakori conspiracy
100,कानपुर,Kanpur
101,केशव बलिराम हेडगेवार,K. B. Hedgewar
102,कोलकाता,Kolkata
103,कोहिमा,Kohima
104,क्रिसमस,Christmas
105,गया,"Gaya, India"
106,गाँव,Village
107,गांधी जी,Mahatma Gandhi
108,गाय,Cattle
109,गुजराती,Gujarati language
110,गोण्डा,"Gonda, Uttar Pradesh"
111,गोरखपुर,Gorakhpur
112,गोविन्द वल्लभ पन्त,Govind Ballabh Pant
113,ग्रेटर नोएडा,Greater Noida
114,ग्वालियर,Gwalior
115,घोषणापत्र,Manifesto
116,चटगाँव,Chittagong Division
117,चण्डीगढ़,Chandigarh
118,चम्बल नदी,Chambal River
119,चितरंजन दास,Chittaranjan Das
120,चौरीचौरा काण्ड,Chauri Chaura incident
121,जयपुर,Jaipur
122,जर्मनी,Germany
123,जवाहरलाल नेहरू,Jawaharlal Nehru
124,जापान,Japan
125,जापानी भाषा,Japanese language
126,जेल,Prison
127,जॉर्ज वाशिंगटन,George Washington
128,झाँसी,Jhansi
129,डॉ॰ राजेन्द्र प्रसाद,Rajendra Prasad
130,तीन मूर्ति भवन,Teen Murti Bhavan
131,तेलुगू,Telugu language
132,दावानल,Wildfire
133,दिल्ली,Delhi
134,दिल्ली विश्वविद्यालय,University of Delhi
135,दूसरे विश्वयुद्ध,World War II
136,देवरिया,"Deoria, Uttar Pradesh"
137,धोबी,Dhobi
138,नई दिल्ली,New Delhi
139,निर्जला एकादशी,Nirjala Ekadashi
140,नेपाल,Nepal
141,नेशनल बुक ट्रस्ट,National Book Trust
142,पंजाब,Punjab
143,पंजाबी,Punjabi
144,पं॰ गेंदालाल दीक्षित,Genda Lal Dixit
145,पटना,Patna
146,पाकिस्तान,Pakistan
147,पुणे,Pune
148,पुलिस,Police
149,पुस्तक,Book
150,प्रतिमा,Statue
151,प्रेमकृष्ण खन्ना,Prem Krishna Khanna
