,hindi,english
0,भारतीय जनता पार्टी,Bharatiya Janata Party
1,अमिताभ बच्चन,Amitabh Bachchan
2,उद्धव ठाकरे,Uddhav Thackeray
3,उर्दू,Urdu
4,कायस्थ,Kayastha
5,दादर,Dadar
6,पुणे,Pune
7,फोटोग्राफर,Photographer
8,बाल ठाकरे,Bal Thackeray
9,भारत,India
10,मनोहर जोशी,Manohar Joshi
11,महाराष्ट्र,Maharashtra
12,महाराष्ट्र नवनिर्माण सेना,Maharashtra Navnirman Sena
13,माइकल जैक्सन,Michael Jackson
14,मुंबई,Mumbai
15,लाख,Lakh
16,लोकसभा,Lok Sabha
17,शिवसेना,Shiv Sena
18,अकोला,Akola
19,इण्डिया हाउस,India House
20,छत्रपति शिवाजी,Shivaji
21,डेक्कन कॉलेज,Deccan College Post-Graduate and Research Institute
22,द्वितीय विश्व युद्ध,World War II
23,पुणे,Pune
24,पेरिस,Paris
25,भारत,India
26,महात्मा गाँधी,Mahatma Gandhi
27,महाराष्ट्र,Maharashtra
28,लोकमान्य बाल गंगाधर तिलक,Bal Gangadhar Tilak
29,वीर सावरकर,Vinayak Damodar Savarkar
30,संस्कृत,Sanskrit
31,समर्थ गुरु रामदास,Guru Ram Das
32,साने गुरूजी,Pandurang Sadashiv Sane
33,सुभाष चन्द्र बोस,Subhas Chandra Bose
34,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
