,hindi,english
0,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
1,कपूरथला,Kapurthala
2,क्रिकेट,Cricket
3,खेल,Sport
4,दिल्ली,Delhi
5,पद्म भूषण,Padma Bhushan
6,भारत,India
7,भारत सरकार,Government of India
8,१९९१,1991
9,अमृतसर,Amritsar
10,एक दिवसीय अंतर्राष्ट्रीय,One Day International
11,क्रिकेट,Cricket
12,टेस्ट क्रिकेट,Test cricket
13,दिल्ली,Delhi
14,नाबाद,Not out
15,सुनील गावस्कर,Sunil Gavaskar
16,क्रिकेट,Cricket
17,भारत,India
18,युवराज सिंह,Yuvraj Singh
19,अमृतसर,Amritsar
20,अहमदाबाद,Ahmedabad
21,इंग्लैण्ड,England
22,उच्चतम न्यायालय,Supreme court
23,कांग्रेस,Congress
24,क्रिकेट,Cricket
25,खेल,Sport
26,ग्वालियर,Gwalior
27,चिकित्सक,Physician
28,टेन स्पोर्ट्स,Sony Ten
29,टेस्ट क्रिकेट,Test cricket
30,दूरदर्शन,Television
31,पंजाबी,Punjabi
32,पटियाला,Patiala
33,पाकिस्तान,Pakistan
34,बिग बॉस,Bigg Boss (Hindi TV series)
35,भारत,India
36,भारतीय जनता पार्टी,Bharatiya Janata Party
37,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
38,मीडिया,Media
39,राजनीति,Politics
40,लोक सभा,Lok Sabha
41,शाकाहार,Vegetarianism
42,श्रीलंका,Sri Lanka
43,सड़क,Road
44,सांसद,Member of parliament
45,स्टार स्पोर्ट्स,Star Sports (Indian TV network)
