,hindi,english
0,10 अक्टूबर,October 10
1,1925,1925
2,1964,1964
3,9 जुलाई,July 9
4,अभिनेता,Actor
5,अल्मोड़ा,Almora
6,आत्महत्या,Suicide
7,इंटरनेट मूवी डेटाबेस,IMDb
8,उदय शंकर,Uday Shankar
9,कलकत्ता,Kolkata
10,कोंकण,Konkan
11,चाचा,Uncle
12,चौदहवीं का चाँद,Chaudhvin Ka Chand
13,देव आनन्द,Dev Anand
14,पत्रिका,Magazine
15,पूना,Pune
16,प्यासा,Pyaasa
17,फ़िल्म निर्माता,Film producer
18,फिल्म,Film
19,बंगलौर,Bangalore
20,बम्बई,Mumbai
21,बैंक,Bank
22,बैंगलौर,Bangalore
23,ब्राह्मण,Brahmin
24,रवि शंकर,Ravi Shankar
25,हैदराबाद,Hyderabad
26,अल्लू अर्जुन,Allu Arjun
27,इंटरनेट मूवी डेटाबेस,IMDb
28,क्योंकि सास भी कभी बहू थी,Kyunki Saas Bhi Kabhi Bahu Thi
29,गोविंदा,Govinda (actor)
30,जूनियर एनटीआर,N. T. Rama Rao Jr.
31,तमिल,Tamils
32,तेलुगू,Telugu language
33,पुनीत राजकुमार,Puneeth Rajkumar
34,फ़िल्म,Film
35,बौद्ध,Buddhism
36,भारत,India
37,शाका लाका बूम बूम,Shaka Laka Boom Boom
38,हिन्दी,Hindi
39,हिमेश रेशमिया,Himesh Reshammiya
40,इंटरनेट मूवी डेटाबेस,IMDb
41,इलियाना डी'क्रूज़,Ileana D'Cruz
42,निकेशा पटेल,Nikesha Patel
43,भारत,India
44,रागिनी द्विवेदी,Ragini Dwivedi
45,राय लक्ष्मी,Raai Laxmi
46,सायेशा सैगल,Sayyeshaa
47,इंटरनेट मूवी डेटाबेस,IMDb
48,प्रियंका कोठारी,Priyanka Kothari
49,हिन्दी,Hindi
