,hindi,english
0,अक्षय खन्ना,Akshaye Khanna
1,अडूर गोपालकृष्णन,Adoor Gopalakrishnan
2,इंटरनेट मूवी डेटाबेस,IMDb
3,ईशा कोप्पिकर,Isha Koppikar
4,कथक,Kathak
5,कथकली,Kathakali
6,कायनात अरोड़ा,Kainaat Arora
7,कोलकाता,Kolkata
8,गायत्री देवी,Gayatri Devi
9,जयपुर,Jaipur
10,ज़रीन खान,Zareen Khan
11,जूही चावला,Juhi Chawla
12,जैकी श्रॉफ,Jackie Shroff
13,डाबर,Dabur
14,डेविड धवन,David Dhawan
15,त्रिपुरा,Tripura
16,दिल विल प्यार व्यार,Dil Vil Pyar Vyar
17,दीपिका पादुकोण,Deepika Padukone
18,दीवान,Diwan (poetry)
19,नसीरुद्दीन शाह,Naseeruddin Shah
20,निरमा,Nirma
21,पश्चिम बंगाल,West Bengal
22,पाउली दाम,Paoli Dam
23,पूजा,Puja (Hinduism)
24,फाल्गुनी पाठक,Falguni Pathak
25,बड़ौदा,Vadodara
26,बॉलीवुड,Bollywood
27,भारत,India
28,भारतीय सिनेमा,Cinema of India
29,मल्टीमीडिया संदेश सेवा,Multimedia Messaging Service
30,महेश मांजरेकर,Mahesh Manjrekar
31,मिष्ठी,Mishti
32,मुंबई,Mumbai
33,मुनमुन सेन,Moon Moon Sen
34,रकुल प्रीत सिंह,Rakul Preet Singh
35,रवीना टंडन,Raveena Tandon
36,राइमा सेन,Raima Sen
37,राम गोपाल वर्मा,Ram Gopal Varma
38,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
39,राहुल बोस,Rahul Bose
40,रिंकी खन्ना,Rinke Khanna
41,रिया चक्रवर्ती,Rhea Chakraborty
42,लारा दत्ता,Lara Dutta
43,वहीदा रहमान,Waheeda Rehman
44,शर्मन जोशी,Sharman Joshi
45,शिल्पा शेट्टी,Shilpa Shetty
46,संजय सूरी,Sanjay Suri
47,सना खान,Sana Khan
48,समीरा रेड्डी,Sameera Reddy
49,सलमान रुश्दी,Salman Rushdie
50,साजिद खान,Sajid Khan
51,सुचित्रा सेन,Suchitra Sen
52,स्टन्टमैन,Stuntman (film)
53,हिन्दी,Hindi
54,भारत सरकार,Government of India
55,राजेश खन्ना,Rajesh Khanna
56,सोहा अली खान,Soha Ali Khan
57,उत्तम कुमार,Uttam Kumar
58,कोलकाता,Kolkata
59,मुनमुन सेन,Moon Moon Sen
60,हिन्दी,Hindi
