,hindi,english
0,11 सितम्बर 2001 के हमले,September 11 attacks
1,1943,1943
2,1999,1999
3,2001,2001
4,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
5,अफ़गानिस्तान,Afghanistan
6,आपातकाल,The Emergency (India)
7,इफ्तिखार मोहम्मद चौधरी,Iftikhar Muhammad Chaudhry
8,ईराक,Iraq
9,उर्दू,Urdu
10,कराची,Karachi
11,कारगिल युद्ध,Kargil War
12,जनमत-संग्रह,Referendum
13,जनरल,General officer
14,तख्ता पलट,Coup d'état
15,तानाशाह,Dictator
16,दरियागंज,Daryaganj
17,दिल्ली,Delhi
18,नवाज़ शरीफ,Nawaz Sharif
19,नवाज़ शरीफ़,Nawaz Sharif
20,नवाब अकबर खान बुगती,Akbar Bugti
21,परवेज़ मुशर्रफ,Pervez Musharraf
22,परेड,Parade
23,पाकिस्तान,Pakistan
24,पाकिस्तान के राष्ट्रपति,President of Pakistan
25,बलूचिस्तान,"Balochistan, Pakistan"
26,बेनजीर भुट्टो,Benazir Bhutto
27,मृत्युदंड,Capital punishment
28,रावलपिंडी,Rawalpindi
29,राष्ट्रपति,President (government title)
30,लाल मस्जिद,"Lal Masjid, Islamabad"
31,संयुक्त राज्य अमरीका,United States
32,गोवा,Goa
33,जनसंघ,Bharatiya Jana Sangh
34,दिल्ली,Delhi
35,राज्यपाल,Governor
36,रावलपिण्डी,Rawalpindi
37,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
38,सिक्किम,Sikkim
39,अंग्रेजी,English language
40,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
41,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
42,अस्पताल,Hospital
43,कार,Car
44,गाँव,Village
45,ग्राम,Gram
46,चालक,Driving
47,जनता पार्टी,Janata Party
48,जयपुर,Jaipur
49,जाट,Jat people
50,ट्रक,Truck
51,दिल्ली,Delhi
52,दुर्घटना,Accident
53,पुस्तकालय विज्ञान,Library science
54,भारत,India
55,भारतीय जनता पार्टी,Bharatiya Janata Party
56,भारतीय स्वतन्त्रता संग्राम,Indian independence movement
57,मंत्री,Minister (government)
58,मदन लाल खुराना,Madan Lal Khurana
59,मुख्यमंत्री,Chief minister (India)
60,मृत्यु,Death
61,राजनीति,Politics
62,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
63,लोक सभा,Lok Sabha
64,विद्यालय,School
65,सायकिल,Bicycle
66,सीकर जिला,Sikar district
67,सुषमा स्वराज,Sushma Swaraj
68,अरुण जेटली,Arun Jaitley
69,अर्जुन पुरस्कार,Arjuna Award
70,इंडियन प्रीमियर लीग,Indian Premier League
71,एक दिवसीय अंतर्राष्ट्रीय,One Day International
72,कोलकाता नाईट राइडर्स,Kolkata Knight Riders
73,टेस्ट क्रिकेट,Test cricket
74,नई दिल्ली,New Delhi
75,भारतीय जनता पार्टी,Bharatiya Janata Party
76,"मॉडर्न स्कूल, नई दिल्ली",Modern School (New Delhi)
77,विजय हजारे ट्रॉफी,Vijay Hazare Trophy
78,सचिन तेंदुलकर,Sachin Tendulkar
79,सौरव गांगुली,Sourav Ganguly
80,हिन्दू,Hindus
81,हिन्दू कॉलेज,"Hindu College, Delhi"
82,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
