,hindi,english
0,अमिताभ बच्चन,Amitabh Bachchan
1,असम,Assam
2,आइसीसी चैम्पियंस ट्रॉफ़ी २०१३,2013 ICC Champions Trophy
3,ऋषभ पंत,Rishabh Pant
4,एक दिवसीय अंतरराष्ट्रीय,One Day International
5,एडम गिलक्रिस्ट,Adam Gilchrist
6,एम॰ एस॰ धोनी: द अनटॉल्ड स्टोरी,M.S. Dhoni: The Untold Story
7,ऑस्ट्रेलिया,Australia
8,क्रिकेट,Cricket
9,गोलकीपर,Goalkeeper
10,गौतम गंभीर,Gautam Gambhir
11,जयपुर,Jaipur
12,झारखण्ड,Jharkhand
13,टेस्ट क्रिकेट,Test cricket
14,ट्वेन्टी-२० अंतरराष्ट्रीय,Twenty20 International
15,दिनेश कार्तिक,Dinesh Karthik
16,दिलीप ट्रॉफी,Duleep Trophy
17,नाबाद,Not out
18,पद्म भूषण,Padma Bhushan
19,पद्म श्री,Padma Shri
20,पाकिस्तान,Pakistan
21,पार्थिव पटेल,Parthiv Patel
22,फुटबॉल,Association football
23,बांग्लादेश,Bangladesh
24,बिहार,Bihar
25,बिहार क्रिकेट टीम,Bihar cricket team
26,बैडमिंटन,Badminton
27,भारत,India
28,भारतीय,Indian
29,भारतीय क्रिकेट टीम,India national cricket team
30,युवराज सिंह,Yuvraj Singh
31,रणजी ट्रॉफी,Ranji Trophy
32,राहुल द्रविड़,Rahul Dravid
33,लता मंगेशकर,Lata Mangeshkar
34,विकेट-कीपर,Wicket-keeper
35,विराट कोहली,Virat Kohli
36,वीरेन्द्र सहवाग,Virender Sehwag
37,श्रीलंका,Sri Lanka
38,श्रीलंका क्रिकेट टीम,Sri Lanka national cricket team
39,संदीप मधुसूदन पाटिल,Sandeep Patil
40,सचिन तेंदुलकर,Sachin Tendulkar
41,सौरव गांगुली,Sourav Ganguly
42,हरारे स्पोर्ट्स क्लब,Harare Sports Club
43,२००७ आईसीसी विश्व ट्वेन्टी २०,2007 ICC World Twenty20
44,२००७ क्रिकेट विश्व कप,2007 Cricket World Cup
45,२०११ क्रिकेट विश्व कप,2011 Cricket World Cup
46,२०१५ क्रिकेट विश्व कप,2015 Cricket World Cup
47,२०१८ एशिया कप,2018 Asia Cup
48,ऑक्सफोर्ड,Oxford
49,छोटा नागपुर,Chota Nagpur Plateau
50,छोटानागपुर,Chota Nagpur Plateau
51,झारखंड,Jharkhand
52,नीदरलैंड,Netherlands
53,बिहार,Bihar
54,भारत,India
55,भारतीय सिविल सेवा,Civil Services of India
56,मुंडा जनजाति,Munda people
57,संविधान सभा,Constituent Assembly of India
58,हॉकी,Hockey
59,कविता,Poetry
60,विकिपीडिया,Wikipedia
61,हिंदी,Hindi
62,बिहार,Bihar
63,भारत,India
64,भारतीय जनता पार्टी,Bharatiya Janata Party
65,सोलहवीं लोकसभा,16th Lok Sabha
