,hindi,english
0,नायक,Hero
1,कुपवाड़ा,Kupwara
2,परमवीर चक्र,Param Vir Chakra
3,बरनाला,Barnala
4,भारत,India
5,भारत सरकार,Government of India
6,लांस नायक,Lance naik
7,लांस नायक करम सिंह,Karam Singh
8,सूबेदार,Subedar
9,परमवीर चक्र,Param Vir Chakra
10,भारत,India
11,भारत सरकार,Government of India
12,भारतीय वायु सेना,Indian Air Force
13,भारतीय वायुसेना,Indian Air Force
14,लुधियाना,Ludhiana
15,सेखों,Sekhon
16,1 गोरखा राइफल्स,1st Gorkha Rifles (The Malaun Regiment)
17,कांगो गणराज्य,Republic of the Congo
18,कांगो संकट,Congo Crisis
19,गुरदासपुर,Gurdaspur
20,परमवीर चक्र,Param Vir Chakra
21,पाकिस्तान,Pakistan
22,बेल्जियम,Belgium
23,ब्रिटिश भारतीय सेना,British Indian Army
24,भारत,India
