,hindi,english
0,आन्ध्र प्रदेश,Andhra Pradesh
1,इंग्लैण्ड,England
2,इलाहाबाद,Allahabad
3,जर्मनी,Germany
4,जापान,Japan
5,जॉर्ज पंचम,George V
6,दण्ड,Punishment
7,पहलवानी,Pehlwani
8,बैठक,Meeting
9,भारत,India
10,भीम,Bhima
11,मदनमोहन मालवीय,Madan Mohan Malaviya
12,मृत्यु,Death
13,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
14,रामदेव,Ramdev
15,विजयनगर,Vijayanagara
16,व्यायाम,Exercise
17,श्रीकाकुलम,Srikakulam
18,स्पेन,Spain
19,कर्नाटक संगीत,Carnatic music
20,कवि,Poet
21,पूर्णिमा,Purnima
22,भजन,Bhajan
23,भारत,India
24,राज्य,State (polity)
25,संत,Hindu saints
26,कला,Art
27,पद्म भूषण,Padma Bhushan
28,भारत,India
29,भारत सरकार,Government of India
30,१९८४,1984
31,अभिनेता,Actor
32,आन्ध्र प्रदेश,Andhra Pradesh
33,इंटरनेट मूवी डेटाबेस,IMDb
34,गायक,Singer
35,तेलुगू सिनेमा,Telugu cinema
36,पार्श्वगायक,Playback singer
37,फ़िल्म निर्माता,Film producer
38,भारतीय,Indian
39,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
40,संगीत निर्देशक,Music director
