,hindi,english
0,अरबी,Arab (disambiguation)
1,असहयोग आन्दोलन,Non-cooperation movement
2,आत्मकथा,Autobiography
3,काकोरी काण्ड,Kakori conspiracy
4,कार्ल मार्क्स,Karl Marx
5,गोली,Bullet
6,चन्द्रशेखर आज़ाद,Chandra Shekhar Azad
7,जाट सिक्ख,Jat Sikh
8,तमिल,Tamils
9,दक्षिण भारत,South India
10,दिल्ली,Delhi
11,नई दिल्ली,New Delhi
12,न्यूयॉर्क,New York (state)
13,पंजाबी,Punjabi
14,पत्र,Letter (message)
15,पाकिस्तान,Pakistan
16,पेरियार,Periyar E. V. Ramasamy
17,बटुकेश्वर दत्त,Batukeshwar Dutt
18,ब्रिटिश साम्राज्य,British Empire
19,भारत,India
20,भूख हड़ताल,Hunger strike
21,महात्मा गांधी,Mahatma Gandhi
22,मैं नास्तिक क्यों हूँ?,Why I Am an Atheist
23,यतीन्द्रनाथ दास,Jatindra Nath Das
24,राजगुरु,Shivaram Rajguru
25,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
26,लाला लाजपत राय,Lala Lajpat Rai
27,लाहौर,Lahore
28,संसद भवन,Parliament House (India)
29,सतलुज नदी,Sutlej
30,समाजवाद,Socialism
31,साइमन कमीशन,Simon Commission
32,सुखदेव,Sukhdev Thapar
33,हिन्दी,Hindi
34,हिन्दुस्तान सोशलिस्ट रिपब्लिकन एसोसिएशन,Hindustan Socialist Republican Association
35,१९३१,1931
36,२३ मार्च,March 23
37,अमृतसर,Amritsar
38,असहयोग आन्दोलन,Non-cooperation movement
39,इलाहाबाद,Allahabad
40,उत्तर प्रदेश,Uttar Pradesh
41,उन्नाव जिला,Unnao district
42,कमला नेहरू,Kamala Nehru
43,कांग्रेस,Congress
44,काकोरी काण्ड,Kakori conspiracy
45,कानपुर,Kanpur
46,खुदीराम बोस,Khudiram Bose
47,गणेशशंकर विद्यार्थी,Ganesh Shankar Vidyarthi
48,गाँव,Village
49,चंद्रशेखर आजाद,Chandra Shekhar Azad
50,जवाहरलाल नेहरू,Jawaharlal Nehru
51,ज्वालामुखी,Volcano
52,झाँसी,Jhansi
53,दिल्ली,Delhi
54,दुर्गा भाभी,Durgawati Devi
55,नई दिल्ली,New Delhi
56,पिता,Father
57,पुरुषोत्तम दास टंडन,Purushottam Das Tandon
58,बंगाल,Bengal
59,बटुकेश्वर दत्त,Batukeshwar Dutt
60,भगत सिंह,Bhagat Singh
61,भगवती चरण वोहरा,Bhagwati Charan Vohra
62,भारत,India
63,मन्मथनाथ गुप्त,Manmath Nath Gupta
64,मोतीलाल नेहरू,Motilal Nehru
65,यशपाल,Yashpal
66,राजगुरु,Shivaram Rajguru
67,राजेन्द्रनाथ लाहिड़ी,Rajendra Lahiri
68,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
69,राम प्रसाद बिस्मिल,Ram Prasad Bismil
70,रूस,Russia
71,रोशन सिंह,Roshan Singh
72,लाला लाजपत राय,Lala Lajpat Rai
73,शचींद्रनाथ सान्याल,Sachindra Nath Sanyal
74,शहर,City
75,सुखदेव,Sukhdev Thapar
76,हरदोई,Hardoi
77,हिन्दुस्तान,Hindustan
78,हिन्दुस्तान सोशलिस्ट रिपब्लिकन एसोसिएशन,Hindustan Socialist Republican Association
79,१९०६,1906
80,१९३१,1931
81,१९९५,1995
82,२००६,2006
83,उत्तर प्रदेश,Uttar Pradesh
84,गांधीवाद,Gandhism
85,बलिया,Ballia
86,भारत,India
87,भारत छोड़ो आन्दोलन,Quit India Movement
88,इलाहाबाद,Allahabad
89,उत्तर प्रदेश,Uttar Pradesh
90,कानपुर,Kanpur
91,गोरखपुर,Gorakhpur
92,ग्वालियर,Gwalior
93,पत्रकार,Journalist
94,विक्टर ह्यूगो,Victor Hugo
95,हिन्दी,Hindi
