,hindi,english
0,भारत,India
1,अनुशीलन समिति,Anushilan Samiti
2,कांग्रेस,Congress
3,काकोरी काण्ड,Kakori conspiracy
4,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
5,इस्कंदर मिर्जा,Iskander Mirza
6,कलकत्ता,Kolkata
7,कांग्रेस,Congress
8,गवर्नर,Governor
9,जनरल,General officer
10,पाकिस्तान,Pakistan
11,प्रधान मन्त्री,Prime minister
12,बंगाल,Bengal
13,अखण्ड भारत,Akhand Bharat
14,आशुतोष मुखर्जी,Ashutosh Mukherjee
15,इंग्लैण्ड,England
16,कलकत्ता विश्वविद्यालय,University of Calcutta
17,कश्मीर,Kashmir
18,कांग्रेस,Congress
19,कोलकाता,Kolkata
20,पाकिस्तान,Pakistan
21,प्रधानमन्त्री,Prime minister
22,बंगाल,Bengal
23,भारत,India
24,भारतीय जनसंघ,Bharatiya Jana Sangh
25,मुस्लिम लीग,Muslim League
26,मृत्यु,Death
27,राजनीति,Politics
28,संविधान,Constitution
29,हिन्दू,Hindus
