,hindi,english
0,16 दिसंबर,December 16
1,अलीशा चिनॉय,Alisha Chinai
2,इंटरनेट मूवी डेटाबेस,IMDb
3,गोवा,Goa
4,ग्लासगो,Glasgow
5,जोड़ी ब्रेकर्स,Jodi Breakers
6,दादर,Dadar
7,फियर फैक्टर: खतरों के खिलाड़ी,Fear Factor: Khatron Ke Khiladi
8,भारतीय,Indian
9,मधु सप्रे,Madhu Sapre
10,मुंबई,Mumbai
11,सलादीन,Saladin
12,स्कॉटलैंड,Scotland
13,स्तन कैन्सर,Breast cancer
14,अभिनेता,Actor
15,हिन्दी,Hindi
16,अभिनेता,Actor
17,क्रान्तिवीर,Krantiveer
18,पद्म श्री,Padma Shri
19,परिन्दा,Parinda
20,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
21,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
22,फ़िल्मफ़ेयर सर्वश्रेष्ठ खलनायक पुरस्कार,Filmfare Award for Best Performance in a Negative Role
23,फ़िल्मफ़ेयर सर्वश्रेष्ठ सहायक अभिनेता पुरस्कार,Filmfare Award for Best Supporting Actor
24,भारत,India
25,भारतीय,Indian
26,महाराष्ट्र,Maharashtra
27,लेखक,Writer
28,हिन्दी,Hindi
29,अभिनेता,Actor
30,हिन्दी,Hindi
