,hindi,english
0,डूंगरपुर,Dungarpur
1,डूंगरपुर राज्य,Dungarpur State
2,भारत के राष्ट्रपति,President of India
3,भारत सरकार,Government of India
4,संयुक्त राष्ट्र,United Nations
5,हेग,The Hague
6,इलाहाबाद विश्वविद्यालय,University of Allahabad
7,उदयपुर,Udaipur
8,कैम्ब्रिज विश्वविद्यालय,University of Cambridge
9,कोठारी आयोग,Kothari Commission
10,दिल्ली विश्वविद्यालय,University of Delhi
11,पद्म भूषण,Padma Bhushan
12,भारत,India
13,भारतीय राष्ट्रीय विज्ञान अकादमी,Indian National Science Academy
14,मेघनाद साहा,Meghnad Saha
15,मेवाड़,Mewar
16,राजस्थान,Rajasthan
17,१९६२,1962
18,अजमेर,Ajmer
19,आगरा,Agra
20,इलाहाबाद,Allahabad
21,उदयपुर,Udaipur
22,जगत मेहता,Jagat Singh Mehta
23,डूंगरपुर,Dungarpur
24,पद्म विभूषण,Padma Vibhushan
25,पाकिस्तान,Pakistan
26,भारत सरकार,Government of India
27,भीलवाड़ा,Bhilwara
28,महाराणा प्रताप,Maharana Pratap
29,मेवाड़,Mewar
30,राजस्थान,Rajasthan
31,राजस्थान विश्वविद्यालय,University of Rajasthan
32,पद्म भूषण,Padma Bhushan
33,बिजोलिया,Bijolia
34,भारत,India
35,भारत सरकार,Government of India
36,राजस्थान,Rajasthan
37,१९६५,1965
