,hindi,english
0,छत्तीसगढ़,Chhattisgarh
1,जबलपुर,Jabalpur
2,मेरठ,Meerut
3,मोहन भागवत,Mohan Bhagwat
4,रायपुर,Raipur
5,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
6,बिलासपुर,Bilaspur
7,भारत,India
8,भारतीय,Indian
9,मैदानी हॉकी,Field hockey
10,रूप सिंह,Roop Singh
11,हॉकी,Hockey
12,एशियाई खेल,Asian Games
13,छत्तीसगढ़,Chhattisgarh
14,दुर्ग,Durg
15,पद्म श्री,Padma Shri
16,भारत,India
17,मैनचेस्टर,Manchester
18,राष्ट्रमंडल खेल,Commonwealth Games
19,ईसा,Isa
20,भारत,India
21,विक्रम संवत,Vikram Samvat
