,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,खजुराहो,Khajuraho (town)
2,ग्वालियर,Gwalior
3,झांसी लोक सभा निर्वाचन क्षेत्र,Jhansi (Lok Sabha constituency)
4,टीकमगढ़,Tikamgarh
5,भारत,India
6,भारतीय जनता पार्टी,Bharatiya Janata Party
7,भोपाल,Bhopal
8,मध्य प्रदेश,Madhya Pradesh
9,राम जन्मभूमि,Ram Janmabhoomi
10,लालकृष्ण आडवाणी,L. K. Advani
11,शिवराज सिंह चौहान,Shivraj Singh Chouhan
12,साध्वी ऋतम्भरा,Sadhvi Rithambara
13,अर्जुन सिंह,"Arjun Singh (politician, born 1930)"
14,ट्विटर,Twitter
15,फेसबुक,Facebook
16,भारतीय,Indian
17,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
18,मध्य प्रदेश,Madhya Pradesh
19,राजनेता,Politician
20,श्री गोविन्दराम सेकसरिया प्रौद्योगिकी एवं विज्ञान संस्थान,Shri Govindram Seksaria Institute of Technology and Science
21,ग्वालियर,Gwalior
22,म्यूनिख,Munich
