,hindi,english
0,पद्म भूषण,Padma Bhushan
1,भारत,India
2,भारत सरकार,Government of India
3,महाराष्ट्र,Maharashtra
4,१९९०,1990
5,गणित,Mathematics
6,गणितज्ञ,Mathematician
7,चेन्नई,Chennai
8,बीजगणित,Algebra
9,भारतीय राष्ट्रीय विज्ञान अकादमी,Indian National Science Academy
10,भारतीय विज्ञान अकादमी,Indian Academy of Sciences
11,मद्रास विश्वविद्यालय,University of Madras
12,मुंबई विश्वविद्यालय,University of Mumbai
13,हैदराबाद,Hyderabad
14,अरविन्द नेत्र चिकित्सालय,Aravind Eye Hospitals
15,नेत्रविज्ञान,Ophthalmology
16,भारत,India
17,अस्पताल,Hospital
18,भारत,India
