,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,कला,Art
2,पद्म भूषण,Padma Bhushan
3,पद्म श्री,Padma Shri
4,भारत,India
5,भारत सरकार,Government of India
6,१९८३,1983
7,उपन्यास,Novel
8,चेम्मीन,Chemmeen (novel)
9,ज्ञानपीठ पुरस्कार,Jnanpith Award
10,मलयालम भाषा,Malayalam
11,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
12,अँग्रेजी,English language
13,अक्कितम,Akkitham Achuthan Namboothiri
14,अलजाइमर रोग,Alzheimer's disease
15,एम॰ पी॰ वीरेंद्रकुमार,M. P. Veerendra Kumar
16,एम॰ लीलावती,M. Leelavathy
17,कक्कानादन,Kakkanadan
18,कमला दास,Kamala Surayya
19,कविता,Poetry
20,कश्मीर,Kashmir
21,कुट्टीकृष्ण मरार,Kuttikrishna Marar
22,केन्द्रीय माध्यमिक शिक्षा बोर्ड,Central Board of Secondary Education
23,केरल,Kerala
24,कोचीन,Kochi
25,कोच्चि,Kochi
26,कोलकाता,Kolkata
27,कोविलन,Kovilan
28,छायावादी युग,Chhayavaad
29,नोबेल पुरस्कार,Nobel Prize
30,पद्म भूषण,Padma Bhushan
31,पाकिस्तान,Pakistan
32,पी॰ वलसला,P. Valsala
33,बालमणि अम्मा,Balamani Amma
34,बीसवीं शताब्दी,20th century
35,ब्रिटिश राज,British Raj
36,भारत,India
37,भारत सरकार,Government of India
38,भारतीय,Indian
39,भारतीय स्वतन्त्रता संग्राम,Indian independence movement
40,मद्रास प्रैज़िडन्सी,Madras Presidency
41,मलयालम,Malayalam
42,मलयालम भाषा,Malayalam
43,मलयालम साहित्य का इतिहास,Malayalam literature
44,महात्मा गांधी,Mahatma Gandhi
45,महादेवी वर्मा,Mahadevi Varma
46,मालाबार,Malabar region
47,युसुफ अली कचेरी,Yusufali Kechery
48,रबीन्द्रनाथ टैगोर,Rabindranath Tagore
49,विक्टर ह्यूगो,Victor Hugo
50,वी॰ नारायण मेनन,Vallathol Narayana Menon
51,शताब्दी,Century
52,संस्कृत,Sanskrit
53,सरस्वती सम्मान,Saraswati Samman
54,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
55,साहित्य में नोबेल पुरस्कार,Nobel Prize in Literature
56,सी राधाकृष्णन,C. Radhakrishnan
57,सुगत कुमारी,Sugathakumari
58,हिन्दी,Hindi
59,हिन्दी साहित्य,Hindi literature
60,केरल,Kerala
61,पद्म भूषण,Padma Bhushan
62,भारत,India
63,भारत सरकार,Government of India
64,१९९०,1990
