,hindi,english
0,1957,1957
1,1959,1959
2,1975,1975
3,1982,1982
4,अन्तर्राष्ट्रीय मुद्रा कोष,International Monetary Fund
5,कलकत्ता विश्वविद्यालय,University of Calcutta
6,दिल्ली विश्वविद्यालय,University of Delhi
7,दुर्गाबाई देशमुख,Durgabai Deshmukh
8,पद्म विभूषण,Padma Vibhushan
9,ब्रिटिश राज,British Raj
10,भारत,India
11,भारत सरकार,Government of India
12,भारतीय रिजर्व बैंक,Reserve Bank of India
13,भारतीय संसद,Parliament of India
14,भारतीय सिविल सेवा,Civil Services of India
15,भूविज्ञान,Geology
16,महाराष्ट्र,Maharashtra
17,रसायन विज्ञान,Chemistry
18,लंदन,London
19,वनस्पति विज्ञान,Botany
20,विधवा,Widow
21,विवाह,Marriage
22,विश्व बैंक,World Bank
23,आन्ध्र प्रदेश,Andhra Pradesh
24,इंटरनेट मूवी डेटाबेस,IMDb
25,कला,Art
26,पद्म भूषण,Padma Bhushan
27,भारत,India
28,भारत सरकार,Government of India
29,हैदराबाद,Hyderabad
30,१९८८,1988
31,प्रेम नगर,Prem Nagar (1974 film)
32,हम आपके दिल में रहते हैं,Hum Aapke Dil Mein Rehte Hain
33,१९३६,1936
34,अभिनेता,Actor
35,इंटरनेट मूवी डेटाबेस,IMDb
36,भारतीय,Indian
