,hindi,english
0,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
1,सांगली,Sangli
2,पंद्रहवीं लोकसभा,15th Lok Sabha
3,भारत सरकार,Government of India
4,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
5,महाराष्ट्र,Maharashtra
6,रितेश देशमुख,Riteish Deshmukh
7,लातूर जिला,Latur district
8,सोनिया गांधी,Sonia Gandhi
9,हिन्दी सिनेमा,Bollywood
10,१९४५,1945
11,२६ मई,May 26
12,कराड,Karad
13,जनता पार्टी,Janata Party
14,जवाहरलाल नेहरू,Jawaharlal Nehru
15,भारत,India
16,भारत के वित्त मंत्री,Minister of Finance (India)
17,भारतीय,Indian
18,मराठा,Maratha (caste)
19,महाराष्ट्र,Maharashtra
20,महाराष्ट्र,Maharashtra
