,hindi,english
0,भारत,India
1,अमर्त्य सेन,Amartya Sen
2,असम,Assam
3,आप,Aam Aadmi Party
4,उड़ीसा,Odisha
5,उष्णकटिबंध,Tropics
6,ओडिशा,Odisha
7,कोलकाता,Kolkata
8,क्रिकेट,Cricket
9,खुदीराम बोस,Khudiram Bose
10,गंगा,Ganges
11,गंगा नदी,Ganges
12,जगदीश चन्द्र वसु,Jagadish Chandra Bose
13,ज्योति बसु,Jyoti Basu
14,झारखंड,Jharkhand
15,तीस्ता,Teesta River
16,तृणमूल कांग्रेस,All India Trinamool Congress
17,दामोदर,Damodar River
18,दुर्गापूजा,Durga Puja
19,देबी राय,Debi Roy
20,नक्सलवाद,Naxalite
21,नृत्य,Dance
22,नेताजी सुभाष चन्द्र बोस,Subhas Chandra Bose
23,नेपाल,Nepal
24,पटना,Patna
25,पद्मा,Padma River
26,प्रणव मुखर्जी,Pranab Mukherjee
27,फुटबॉल,Association football
28,बंगाल,Bengal
29,बंगाल का इतिहास,History of Bengal
30,बंगाल की खाड़ी,Bay of Bengal
31,बंगाली,Bengali language
32,बांग्ला,Bengali language
33,बांग्ला भाषा,Bengali language
34,बांग्लादेश,Bangladesh
35,बिहार,Bihar
36,ब्रिटिश ईस्ट इंडिया कंपनी,East India Company
37,भागीरथी,Bhagirathi River
38,भारत,India
39,भूटान,Bhutan
40,ममता बनर्जी,Mamata Banerjee
41,मलय रायचौधुरी,Malay Roy Choudhury
42,महानंदा,Mahananda River
43,महाश्वेता देवी,Mahasweta Devi
44,मुख्य मंत्री,Chief minister
45,मुग़ल शासन,Mughal Empire
46,मौसम,Weather
47,रवीन्द्र नाथ ठाकुर,Rabindranath Tagore
48,राजा राममोहन राय,Ram Mohan Roy
49,राज्य,State (polity)
50,शक्ति चट्टोपाध्याय,Shakti Chattopadhyay
51,शरत चन्द्र चट्टोपाध्याय,Sarat Chandra Chattopadhyay
52,शर्मिला टैगोर,Sharmila Tagore
53,संगीत,Music
54,सत्यजित राय,Satyajit Ray
55,सत्येन्द्र नाथ बोस,Satyendra Nath Bose
56,समीर रायचौधुरी,Samir Roychoudhury
57,सिक्किम,Sikkim
58,सुंदरवन,Sundarbans
59,सुबिमल बसाक,Subimal Basak
60,सौरभ गांगुली,Sourav Ganguly
61,स्वामी विवेकानन्द,Swami Vivekananda
62,हिमालय,Himalayas
63,हुगली,Hooghly River
64,१९४७,1947
65,छत्तीसगढ़,Chhattisgarh
66,त्रिपुरा,Tripura
67,पटना,Patna
68,बिहार,Bihar
