,hindi,english
0,अज्ञेय,Sachchidananda Vatsyayan
1,कथक,Kathak
2,कालिदास सम्मान,Kalidas Samman
3,दीपावली,Diwali
4,पद्म भूषण,Padma Bhushan
5,बिरजू महाराज,Birju Maharaj
6,भारत,India
7,भारत सरकार,Government of India
8,मुम्बई,Mumbai
9,शंभु महाराज,Shambhu Maharaj
10,संगीत नाटक अकादमी,Sangeet Natak Akademi
11,आस्ट्रिया,Austria
12,इलाहाबाद,Allahabad
13,ओलम्पिक,Olympic Games
14,ओलम्पिक खेल,Olympic Games
15,खेल,Sport
16,डेनमार्क,Denmark
17,दिल्ली,Delhi
18,द्वितीय महायुद्ध,World War II
19,ध्यान चंद,Dhyan Chand
20,न्यूजीलैंड,New Zealand
21,पद्म भूषण,Padma Bhushan
22,पद्मभूषण,Padma Bhushan
23,बेल्जियम,Belgium
24,भारत,India
25,भारत रत्न,Bharat Ratna
26,भारतीय जनता पार्टी,Bharatiya Janata Party
27,श्रीलंका,Sri Lanka
28,स्विट्जरलैंड,Switzerland
29,हालैंड,Netherlands
30,१९५६,1956
31,उत्तर प्रदेश,Uttar Pradesh
32,"के डी सिंह बाबू स्टेडियम, लखनऊ","K. D. Singh Babu Stadium, Lucknow"
33,बाराबंकी,"Barabanki, Uttar Pradesh"
34,हॉकी,Hockey
