,hindi,english
0,अकबर,Akbar
1,अजमेर,Ajmer
2,अर्जुन,Arjuna
3,अलाउद्दीन खिलजी,Alauddin Khalji
4,उज्जैन,Ujjain
5,उदयपुर,Udaipur
6,कर्ण,Karna
7,कृष्ण,Krishna
8,कोटा,"Kota, Rajasthan"
9,ग्वालियर,Gwalior
10,जयपुर,Jaipur
11,जोधपुर,Jodhpur
12,टोंक,"Tonk, India"
13,तलवार,Sword
14,दशरथ शर्मा,Dasharatha Sharma
15,दुर्ग,Durg
16,धार,Dhar
17,पटियाला,Patiala
18,परमार वंश,Paramara dynasty
19,पुष्कर,Pushkar
20,पृथ्वीराज चौहान,Prithviraj Chauhan
21,बूँदी,Bundi
22,मथुरा,Mathura
23,महाराणा प्रताप,Maharana Pratap
24,माउंट आबू,Mount Abu
25,मालवा,Malwa
26,मेवाड़,Mewar
27,यम,Yamas
28,राम,Rama
29,रावण,Ravana
30,विराटनगर,Biratnagar
31,शिव,Shiva
32,शैव,Shaivism
33,श्योपुर,Sheopur
34,सवाई माधोपुर,Sawai Madhopur
35,सिरोही,Sirohi
36,हम्मीर चौहान,Hammiradeva
37,हम्मीर महाकाव्य,Hammiradeva
38,इतिहास,History
39,उदयपुर,Udaipur
40,बाबर,Babur
41,भीलवाड़ा,Bhilwara
42,मेवाड़,Mewar
43,राणा रायमल,Rana Raimal
44,संग्राम सिंह द्वितीय,Sangram Singh II
45,अजमेर,Ajmer
46,जोधपुर,Jodhpur
47,डीडवाना,Didwana
48,दशरथ शर्मा,Dasharatha Sharma
49,नागौर,Nagaur
50,मंडोर,Mandore
51,महाराणा कुम्भा,Kumbha of Mewar
52,मेड़ता,Merta City
53,मेहरानगढ़,Mehrangarh
54,राजपूतों की सूची,List of Rajputs
55,राठौड़,Rathore
56,राव गांगा,Ganga Rathore of Marwar
57,राव बीका,Rao Bika
58,सोजत,Sojat
59,१४१६,1416
60,२८ मार्च,March 28
61,राव जोधा,Jodha of Mandore
