,hindi,english
0,पटना,Patna
1,बिहार,Bihar
2,भारतीय पुलिस सेवा,Indian Police Service
3,अधिकारी,Officer
4,उत्तर प्रदेश,Uttar Pradesh
5,कवि,Poet
6,नूतन ठाकुर,Nutan Thakur
7,फेसबुक,Facebook
8,बिहार,Bihar
9,भारत,India
10,भारतीय प्रशासनिक सेवा,Indian Administrative Service
11,मुजफ्फरपुर,Muzaffarpur
12,लेखक,Writer
13,केन्द्रीय अन्वेषण ब्यूरो,Central Bureau of Investigation
14,दिल्ली,Delhi
15,पटना,Patna
16,रेलवे सुरक्षा बल,Railway Protection Force
17,अररिया,Araria
18,इण्डिया टुडे,India Today
19,कोलकाता,Kolkata
20,गोरखपुर,Gorakhpur
21,जीवन बीमा,Life insurance
22,दरभंगा,Darbhanga
23,बिहार,Bihar
24,भारत,India
25,भारतीय,Indian
26,भारतीय रेल,Indian Railways
27,लंदन,London
28,लखनऊ,Lucknow
29,ललित नारायण मिथिला विश्वविद्यालय,Lalit Narayan Mithila University
30,सहारा इंडिया परिवार,Sahara India Pariwar
