,hindi,english
0,2002,2002
1,अक्स,Aks (2001 film)
2,अग्निपथ,Agneepath
3,अभिनेता,Actor
4,अभिषेक बच्चन,Abhishek Bachchan
5,अमजद ख़ान,Amjad Khan (actor)
6,अमज़द ख़ान,Amjad Khan (actor)
7,अमरीकी डॉलर,United States dollar
8,अमेरिकी डॉलर,United States dollar
9,अरशद वारसी,Arshad Warsi
10,अरुणा ईरानी,Aruna Irani
11,आदित्य चोपड़ा,Aditya Chopra
12,इंटरनेट मूवी डेटाबेस,IMDb
13,इलाहाबाद,Allahabad
14,उत्तर प्रदेश,Uttar Pradesh
15,उत्पल दत्त,Utpal Dutt
16,ऋषि कपूर,Rishi Kapoor
17,एक रिश्ता,Ek Rishtaa: The Bond of Love
18,एकलव्य,Ekalavya
19,ऐश्वर्या राय,Aishwarya Rai
20,ओम प्रकाश,Om Prakash
21,कभी अलविदा ना कहना,Kabhi Alvida Naa Kehna
22,कभी कभी,Kabhie Kabhie (1976 film)
23,कराची,Karachi
24,कला,Art
25,कस्मे वादे,Kasme Vaade
26,केनरा बैंक,Canara Bank
27,कैनरा बैंक,Canara Bank
28,कोलकता,Kolkata
29,कौन बनेगा करोड़पति,Kaun Banega Crorepati
30,ख़ुदागवाह,Khuda Gawah
31,खाकी,Buff (colour)
32,गायक,Singer
33,चुपके चुपके,Chupke Chupke
34,जंजीर,Zanjeer
35,जया बच्चन,Jaya Bachchan
36,जादूगर,Wizard
37,जॉनी डेप,Johnny Depp
38,ज्ञान प्रबोधिनी,Jnana Prabodhini
39,तूफान,Storm
40,तेजी बच्चन,Teji Bachchan
41,तेरे मेरे सपने,Tere Mere Sapne
42,द गॉडफ़ादर,The Godfather
43,द ग्रेट गैम्बलर,The Great Gambler
44,दलित,Dalit
45,दादासाहेब फाल्के पुरस्कार,Dadasaheb Phalke Award
46,दिलीप कुमार,Dilip Kumar
47,दिल्ली विश्वविद्यालय,University of Delhi
48,देव,Deva (Hinduism)
49,धर्मेन्द्र,Dharmendra
50,नमक हराम,Namak Haraam
51,नवीन निश्चल,Navin Nischol
52,निरूपा रॉय,Nirupa Roy
53,नीतू सिंह,Neetu Singh
54,नैनीताल,Nainital
55,पद्म भूषण,Padma Bhushan
56,परवाना,Moth
57,परिवार,Family
58,पार्श्वगायक,Playback singer
59,पुणे,Pune
60,पुनीत इस्सर,Puneet Issar
61,प्रकाश मेहरा,Prakash Mehra
62,फ़िल्म निर्माता,Film producer
63,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
64,फिल्म फेयर पुरस्कार,Filmfare Awards
65,बंटी और बबली,Bunty Aur Babli
66,बड़े मियाँ छोटे मियाँ,Bade Miyan Chote Miyan
67,बाराबंकी,"Barabanki, Uttar Pradesh"
68,बीबीसी,BBC
69,बॉम्बे टू गोवा,Bombay to Goa
70,भारत,India
71,भारत सरकार,Government of India
72,भारतीय संसद,Parliament of India
73,भूत,Bhoot
74,भूतनाथ (फिल्म),Bhoothnath
75,मजबूर,Majboor
76,मनमोहन देसाई,Manmohan Desai
77,मनोज कुमार,Manoj Kumar
78,महमूद,Mehmood (actor)
79,महाराष्ट्र,Maharashtra
80,महाराष्ट्र नवनिर्माण सेना,Maharashtra Navnirman Sena
81,मायावती,Mayawati
82,मियासथीनिया ग्रेविस,Myasthenia gravis
83,मीरा नायर,Mira Nair
84,मुकद्दर का सिकन्दर,Muqaddar Ka Sikandar
85,मृत्युदाता,Mrityudata
86,मेजर साब,Major Saab
87,मोहब्बतें,Mohabbatein
88,यश चोपड़ा,Yash Chopra
89,योगिता बाली,Yogeeta Bali
90,राज ठाकरे,Raj Thackeray
91,राजीव गांधी,Rajiv Gandhi
92,राजेश खन्ना,Rajesh Khanna
93,राज्यसभा,Rajya Sabha
94,राम बलराम,Ram Balram
95,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
96,रितुपर्णा घोष,Rituparno Ghosh
97,रेखा,Rekha
98,रोटी कपड़ा और मकान,Roti Kapda Aur Makaan
99,लखनऊ,Lucknow
100,लोक सभा,Lok Sabha
101,विज्ञान स्नातक,Bachelor of Science
102,विनोद खन्ना,Vinod Khanna
103,शतरंज के खिलाड़ी,The Chess Players (Eakins painting)
104,शत्रुघन सिन्हा,Shatrughan Sinha
105,शशि कपूर,Shashi Kapoor
106,शाहरुख खान,Shah Rukh Khan
107,शोले,Sholay
108,श्वेता नंदा,Shweta Bachchan Nanda
109,संजीव कुमार,Sanjeev Kumar
110,समाजवादी पार्टी,Samajwadi Party
111,सरकार,Government
112,सरकार राज,Sarkar Raj
113,सात हिन्दुस्तानी,Saat Hindustani
114,सिमरन,Simran (actress)
115,सिलसिला,Silsila (1981 film)
116,स्टारडस्ट,Stardust (magazine)
117,हरिवंश राय बच्चन,Harivansh Rai Bachchan
118,हिन्दी,Hindi
119,हेमवती नंदन बहुगुणा,Hemwati Nandan Bahuguna
120,हेमा मालिनी,Hema Malini
121,हॉलीवुड,Hollywood
122,११ अक्टूबर,October 11
123,१९४२,1942
124,१९७३,1973
125,२००१,2001
126,२००७,2007
127,२००८,2008
128,२१ दिसंबर,December 21
129,३ जून,June 3
130,९ सितंबर,September 9
131,कॉमनवेल्थ,Commonwealth
132,तबला,Tabla
133,भारतीय संगीत,Music of India
134,शास्त्रीय संगीत,Indian classical music
135,उत्तर प्रदेश,Uttar Pradesh
136,पद्म भूषण,Padma Bhushan
137,भारत,India
138,भारत सरकार,Government of India
139,१९७०,1970
140,आकाशवाणी,All India Radio
141,उत्तर प्रदेश,Uttar Pradesh
142,उपन्यास,Novel
143,कहानी,Narrative
144,नाटक,Drama
145,पद्म भूषण,Padma Bhushan
146,भारत,India
147,भारत सरकार,Government of India
148,मार्क्सवाद,Marxism
149,रांगेय राघव,Rangeya Raghav
150,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
151,हिन्दी,Hindi
152,१९०३,1903
153,१९७१,1971
154,१९८८,1988
155,३० अगस्त,August 30
156,५ अक्टूबर,October 5
