,hindi,english
0,आईपीएल,Indian Premier League
1,आरसीबी,Royal Challengers Bangalore
2,इंडियन प्रीमियर लीग,Indian Premier League
3,उत्तर प्रदेश,Uttar Pradesh
4,एक दिवसीय क्रिकेट,One Day International
5,टेस्ट क्रिकेट,Test cricket
6,प्रथम श्रेणी क्रिकेट,First-class cricket
7,भारत,India
8,भारतीय क्रिकेट टीम,India national cricket team
9,मेरठ,Meerut
10,रॉयल चैलेंजर्स बैंगलुरू,Royal Challengers Bangalore
11,सचिन तेंदुलकर,Sachin Tendulkar
12,सनराइजर्स हैदराबाद,Sunrisers Hyderabad
13,उत्तर प्रदेश,Uttar Pradesh
14,क्रिकेट,Cricket
15,टेस्ट क्रिकेट,Test cricket
16,नौगांव सादात,Naugawan Sadat
17,पुणे,Pune
18,बरेली,Bareilly
19,भारत,India
20,भारतीय क्रिकेट टीम,India national cricket team
21,भारतीय सेना,Indian Armed Forces
22,महाराष्ट्र,Maharashtra
23,विधान सभा,State Legislative Assembly (India)
24,सुनील गावस्कर,Sunil Gavaskar
25,एक दिवसीय अंतर्राष्ट्रीय,One Day International
26,क्रिकेट,Cricket
27,टेस्ट क्रिकेट,Test cricket
28,प्रथम श्रेणी क्रिकेट,First-class cricket
29,भारतीय क्रिकेट टीम,India national cricket team
30,इलाहाबाद,Allahabad
31,उत्तर प्रदेश,Uttar Pradesh
32,ऑस्ट्रेलिया,Australia
33,कानपुर,Kanpur
34,क्रिकेट,Cricket
35,जोहान्सबर्ग,Johannesburg
36,टेस्ट क्रिकेट,Test cricket
37,नोएडा,Noida
38,बांग्लादेश,Bangladesh
39,भारत,India
40,२००३ क्रिकेट विश्व कप,2003 Cricket World Cup
