,hindi,english
0,गाथा,Gatha
1,ज़मीन आसमान,Zameen Aasmaan
2,पापा कहते हैं,Papa Kehte Hai
3,बुनियाद,Foundation (engineering)
4,कसौली,Kasauli
5,पद्म भूषण,Padma Bhushan
6,पद्म श्री,Padma Shri
7,विशाल भारद्वाज,Vishal Bhardwaj
8,शशि कपूर,Shashi Kapoor
9,शिमला,Shimla
10,श्याम बेनेगल,Shyam Benegal
11,हिमाचल प्रदेश,Himachal Pradesh
12,७ खून माफ़,7 Khoon Maaf
13,इलाहाबाद विश्वविद्यालय,University of Allahabad
14,उत्तर प्रदेश,Uttar Pradesh
15,उत्तराखण्ड,Uttarakhand
16,कानपुर,Kanpur
17,दिल्ली,Delhi
18,नैनीताल,Nainital
19,भारत,India
20,भारतीय जनता पार्टी,Bharatiya Janata Party
21,राष्ट्रीय जनतांत्रिक गठबंधन,National Democratic Alliance
22,सांसद,Member of parliament
23,स्पेक्ट्रोस्कोपी,Spectroscopy
24,हिन्दी,Hindi
25,उत्तराखण्ड,Uttarakhand
26,भारत,India
27,भारतीय जनता पार्टी,Bharatiya Janata Party
