,hindi,english
0,अक्टूबर,October
1,अमीय चरण बैनर्जी,Amiya Charan Banerjee
2,इलाहाबाद,Allahabad
3,इलाहाबाद विश्वविद्यालय,University of Allahabad
4,कोटा,"Kota, Rajasthan"
5,गणित,Mathematics
6,गणितज्ञ,Mathematician
7,जयपुर,Jaipur
8,दिल्ली,Delhi
9,पद्म भूषण,Padma Bhushan
10,भारत,India
11,भारत सरकार,Government of India
12,भारतीय,Indian
13,भारतीय गणित,Indian mathematics
14,भारतीय राष्ट्रीय विज्ञान अकादमी,Indian National Science Academy
15,भारतीय विज्ञान अकादमी,Indian Academy of Sciences
16,भारतीय विज्ञान संस्थान,Indian Institute of Science
17,मेघनाद साहा,Meghnad Saha
18,राजस्थान,Rajasthan
19,राजस्थान विश्वविद्यालय,University of Rajasthan
20,लैटिस-बोल्ट्ज़मैन मैथड,Lattice Boltzmann methods
21,विज्ञान स्नातक,Bachelor of Science
22,विज्ञान स्नातकोत्तर,Master of Science
23,शिमला,Shimla
24,संघ लोक सेवा आयोग,Union Public Service Commission
25,हार्वर्ड विश्वविद्यालय,Harvard University
26,हृदयाघात,Myocardial infarction
27,पद्म भूषण,Padma Bhushan
28,राजस्थान,Rajasthan
29,१९५८,1958
30,असम,Assam
31,इलियास अली,Ilias Ali (surgeon)
32,उत्तर प्रदेश,Uttar Pradesh
33,उद्योग,Industry
34,ओडिशा,Odisha
35,कर्नाटक,Karnataka
36,कला,Art
37,केरल,Kerala
38,खेल,Sport
39,गुजरात,Gujarat
40,गौतम गंभीर,Gautam Gambhir
41,चिकित्सा,Therapy
42,छत्तीसगढ़,Chhattisgarh
43,जगदीश प्रसाद,Jagdish Prasad
44,जम्मू और कश्मीर,Jammu and Kashmir (state)
45,जर्मनी,Germany
46,त्रिपुरा,Tripura
47,दिल्ली,Delhi
48,देवनागरी लिपि,Devanagari
49,पद्म भूषण,Padma Bhushan
50,पद्म विभूषण,Padma Vibhushan
51,पद्म श्री पुरस्कार (1954–1959),List of Padma Shri award recipients (1954–1959)
52,पद्म श्री पुरस्कार (1960–1969),List of Padma Shri award recipients (1960–1969)
53,पद्म श्री पुरस्कार (1970–1979),List of Padma Shri award recipients (1970–1979)
54,पद्म श्री पुरस्कार (1980–1989),List of Padma Shri award recipients (1980–1989)
55,पद्म श्री पुरस्कार (1990–1999),List of Padma Shri award recipients (1990–1999)
56,पद्म श्री पुरस्कार (2000–2009),List of Padma Shri award recipients (2000–2009)
57,पद्म श्री पुरस्कार (2010–2019),List of Padma Shri award recipients (2010–2019)
58,पश्चिम बंगाल,West Bengal
59,प्रभु देवा,Prabhu Deva
60,फ्रांस,France
61,बिहार,Bihar
62,भारत,India
63,भारत रत्न,Bharat Ratna
64,भारत सरकार,Government of India
65,मणिपुर,Manipur
66,मध्य प्रदेश,Madhya Pradesh
67,मनोज बाजपेयी,Manoj Bajpayee
68,महाराष्ट्र,Maharashtra
69,राजस्थान,Rajasthan
70,रोहिणी गोडबोले,Rohini Godbole
71,विज्ञान,Science
72,शिक्षा,Education
73,समाज सेवा,Social work
74,साहित्य,Literature
75,सिक्किम,Sikkim
76,सुब्रह्मण्यम जयशंकर,Subrahmanyam Jaishankar
77,हरियाणा,Haryana
78,हिमाचल प्रदेश,Himachal Pradesh
79,अंग्रेजी,English language
80,अग्रोहा,Agroha
81,ओलंपिक,Olympic Games
82,कांस्य पदक,Bronze medal
83,चीन,China (region)
84,चुरू,Churu
85,जयपुर,Jaipur
86,जाट,Jat people
87,दिल्ली,Delhi
88,पद्मश्री,Padma Shri
89,भारत,India
90,भारत सरकार,Government of India
91,भारतीय,Indian
92,भारतीय रेलवे,Indian Railways
93,राजगढ़,"Rajgarh, Madhya Pradesh"
94,राजस्थान,Rajasthan
95,राष्ट्रमंडल खेल,Commonwealth Games
96,लन्दन,London
97,संयुक्त राष्ट्र संघ,United Nations
98,स्वर्ण पदक,Gold medal
99,हरियाणा,Haryana
100,हवाई,Hawaii
101,हिसार,Hisar (city)
102,२०१० राष्ट्रमंडल खेल,2010 Commonwealth Games
